Istasyon_No|Istasyon_Adi|YIL|AY|TOPLAM_GUNESLENME_SURESI
17237|DEN?ZL?|1999|8|335.4
17237|DEN?ZL?|1999|9|273.5
17237|DEN?ZL?|1999|10|216.0
17237|DEN?ZL?|1999|11|159.6
17237|DEN?ZL?|1999|12|113.8
17237|DEN?ZL?|1999|13|2789.6
17237|DEN?ZL?|2000|1|109.9
17237|DEN?ZL?|2000|2|139.4
17237|DEN?ZL?|2000|3|199.2
17237|DEN?ZL?|2000|4|179.5
17237|DEN?ZL?|2000|5|293.2
17237|DEN?ZL?|2000|6|329.1
17237|DEN?ZL?|2000|7|377.9
17237|DEN?ZL?|2000|8|327.0
17237|DEN?ZL?|2000|9|289.7
17237|DEN?ZL?|2000|10|203.3
17237|DEN?ZL?|2000|11|178.2
17237|DEN?ZL?|2000|12|132.1
17237|DEN?ZL?|2000|13|2758.5
17237|DEN?ZL?|2001|1|128.3
17237|DEN?ZL?|2001|2|132.0
17237|DEN?ZL?|2001|3|217.9
17237|DEN?ZL?|2001|4|210.2
17237|DEN?ZL?|2001|5|277.4
17237|DEN?ZL?|2001|6|366.6
17237|DEN?ZL?|2001|7|377.0
17237|DEN?ZL?|2001|8|323.1
17237|DEN?ZL?|2001|9|287.9
17237|DEN?ZL?|2001|10|243.0
17237|DEN?ZL?|2001|11|107.0
17237|DEN?ZL?|2001|12|55.5
17237|DEN?ZL?|2001|13|2725.9
17237|DEN?ZL?|2002|1|135.1
17237|DEN?ZL?|2002|2|175.8
17237|DEN?ZL?|2002|3|142.9
17237|DEN?ZL?|2002|4|160.7
17237|DEN?ZL?|2002|5|339.1
17237|DEN?ZL?|2002|6|338.5
17237|DEN?ZL?|2002|7|355.6
17237|DEN?ZL?|2002|8|326.7
17237|DEN?ZL?|2002|9|226.2
17237|DEN?ZL?|2002|10|205.0
17237|DEN?ZL?|2002|11|162.6
17237|DEN?ZL?|2002|12|72.8
17237|DEN?ZL?|2002|13|2641.0
17237|DEN?ZL?|2003|1|95.5
17237|DEN?ZL?|2003|2|79.1
17237|DEN?ZL?|2003|3|171.8
17237|DEN?ZL?|2003|4|143.9
17237|DEN?ZL?|2003|5|289.7
17237|DEN?ZL?|2003|6|339.8
17237|DEN?ZL?|2003|7|375.0
17237|DEN?ZL?|2003|8|337.8
17237|DEN?ZL?|2003|9|262.6
17237|DEN?ZL?|2003|10|217.0
17237|DEN?ZL?|2003|11|149.1
17237|DEN?ZL?|2003|12|76.7
17237|DEN?ZL?|2003|13|2538.0
17237|DEN?ZL?|2004|1|74.5
17237|DEN?ZL?|2004|2|131.6
17237|DEN?ZL?|2004|3|206.2
17237|DEN?ZL?|2004|4|200.4
17237|DEN?ZL?|2004|5|302.3
17237|DEN?ZL?|2004|6|331.2
17237|DEN?ZL?|2004|7|376.5
17237|DEN?ZL?|2004|8|333.4
17237|DEN?ZL?|2004|9|278.8
17237|DEN?ZL?|2004|10|208.1
17237|DEN?ZL?|2004|11|120.0
17237|DEN?ZL?|2004|12|105.2
17237|DEN?ZL?|2004|13|2668.2
17237|DEN?ZL?|2005|1|100.3
17237|DEN?ZL?|2005|2|135.2
17237|DEN?ZL?|2005|3|154.4
17237|DEN?ZL?|2005|4|205.7
17237|DEN?ZL?|2005|5|279.8
17237|DEN?ZL?|2005|6|345.2
17237|DEN?ZL?|2005|7|351.3
17237|DEN?ZL?|2005|8|339.6
17237|DEN?ZL?|2005|9|265.9
17237|DEN?ZL?|2005|10|207.1
17237|DEN?ZL?|2005|11|107.1
17237|DEN?ZL?|2005|12|101.5
17237|DEN?ZL?|2005|13|2593.1
17237|DEN?ZL?|2006|1|112.5
17237|DEN?ZL?|2006|2|91.0
17237|DEN?ZL?|2006|3|146.8
17237|DEN?ZL?|2006|4|184.9
17237|DEN?ZL?|2006|5|299.2
17237|DEN?ZL?|2006|6|327.9
17237|DEN?ZL?|2006|7|351.7
17237|DEN?ZL?|2006|8|337.9
17237|DEN?ZL?|2006|9|233.9
17237|DEN?ZL?|2006|10|169.7
17237|DEN?ZL?|2006|11|158.5
17237|DEN?ZL?|2006|12|126.5
17237|DEN?ZL?|2006|13|2540.5
17237|DEN?ZL?|2007|1|115.4
17237|DEN?ZL?|2007|2|127.8
17237|DEN?ZL?|2007|3|195.2
17237|DEN?ZL?|2007|4|226.3
17237|DEN?ZL?|2007|5|297.1
17237|DEN?ZL?|2007|6|312.0
17237|DEN?ZL?|2007|7|367.5
17237|DEN?ZL?|2007|8|325.9
17237|DEN?ZL?|2007|9|280.5
17237|DEN?ZL?|2007|10|199.2
17237|DEN?ZL?|2007|11|113.1
17237|DEN?ZL?|2007|12|128.7
17237|DEN?ZL?|2007|13|2688.7
17237|DEN?ZL?|2008|1|146.6
17237|DEN?ZL?|2008|2|136.8
17237|DEN?ZL?|2008|3|170.3
17237|DEN?ZL?|2008|4|188.8
17237|DEN?ZL?|2008|5|317.7
17237|DEN?ZL?|2008|6|352.9
17237|DEN?ZL?|2008|7|371.8
17237|DEN?ZL?|2008|8|313.2
17237|DEN?ZL?|2008|9|236.2
17237|DEN?ZL?|2008|10|208.1
17237|DEN?ZL?|2008|11|151.7
17237|DEN?ZL?|2008|12|115.6
17237|DEN?ZL?|2008|13|2709.7
17237|DEN?ZL?|2009|1|79.9
17237|DEN?ZL?|2009|2|58.4
17237|DEN?ZL?|2009|3|162.8
17237|DEN?ZL?|2009|4|198.0
17237|DEN?ZL?|2009|5|309.5
17237|DEN?ZL?|2009|6|335.6
17237|DEN?ZL?|2009|7|363.2
17237|DEN?ZL?|2009|8|328.6
17237|DEN?ZL?|2009|9|239.2
17237|DEN?ZL?|2009|10|191.5
17237|DEN?ZL?|2009|11|149.2
17237|DEN?ZL?|2009|12|81.3
17237|DEN?ZL?|2009|13|2497.2
17237|DEN?ZL?|2010|1|86.5
17237|DEN?ZL?|2010|2|93.9
17237|DEN?ZL?|2010|3|162.7
17237|DEN?ZL?|2010|4|211.4
17237|DEN?ZL?|2010|5|281.8
17237|DEN?ZL?|2010|6|271.6
17237|DEN?ZL?|2010|7|354.0
17237|DEN?ZL?|2010|8|310.8
17237|DEN?ZL?|2010|9|256.6
17237|DEN?ZL?|2010|10|159.4
17237|DEN?ZL?|2010|11|159.8
17237|DEN?ZL?|2010|12|89.6
17237|DEN?ZL?|2010|13|2438.1
17237|DEN?ZL?|2011|1|102.0
17237|DEN?ZL?|2011|2|128.0
17237|DEN?ZL?|2011|3|153.6
17237|DEN?ZL?|2011|4|168.4
17237|DEN?ZL?|2011|5|217.6
17237|DEN?ZL?|2011|6|305.4
17237|DEN?ZL?|2011|7|371.8
17237|DEN?ZL?|2011|8|319.1
17237|DEN?ZL?|2011|9|266.8
17237|DEN?ZL?|2011|10|213.4
17237|DEN?ZL?|2011|11|183.6
17237|DEN?ZL?|2011|12|109.7
17237|DEN?ZL?|2011|13|2539.4
17237|DEN?ZL?|2012|1|81.1
17237|DEN?ZL?|2012|2|128.7
17237|DEN?ZL?|2012|3|201.8
17237|DEN?ZL?|2012|4|231.2
17237|DEN?ZL?|2012|5|229.4
17237|DEN?ZL?|2012|6|327.9
17237|DEN?ZL?|2012|7|357.4
17237|DEN?ZL?|2012|8|312.1
17237|DEN?ZL?|2012|9|273.1
17237|DEN?ZL?|2012|10|203.9
17237|DEN?ZL?|2012|11|131.5
17237|DEN?ZL?|2012|12|84.8
17237|DEN?ZL?|2012|13|2562.9
17237|DEN?ZL?|2013|1|102.4
17237|DEN?ZL?|2013|2|119.0
17237|DEN?ZL?|2013|3|148.3
17237|DEN?ZL?|2013|4|203.0
17237|DEN?ZL?|2013|5|291.5
17237|DEN?ZL?|2013|6|327.9
17237|DEN?ZL?|2013|7|345.7
17237|DEN?ZL?|2013|8|313.1
17237|DEN?ZL?|2013|9|268.8
17237|DEN?ZL?|2013|10|233.1
17237|DEN?ZL?|2013|11|142.1
17237|DEN?ZL?|2013|12|131.9
17237|DEN?ZL?|2013|13|2626.8
17237|DEN?ZL?|2014|1|117.6
17237|DEN?ZL?|2014|2|151.7
17237|DEN?ZL?|2014|3|152.7
17237|DEN?ZL?|2014|4|222.9
17237|DEN?ZL?|2014|5|249.2
17237|DEN?ZL?|2014|6|284.4
17237|DEN?ZL?|2014|7|350.6
17237|DEN?ZL?|2014|8|298.5
17237|DEN?ZL?|2014|9|217.9
17237|DEN?ZL?|2014|10|196.1
17237|DEN?ZL?|2014|11|116.9
17237|DEN?ZL?|2014|12|75.2
17237|DEN?ZL?|2014|13|2433.7
17237|DEN?ZL?|2015|1|96.4
17237|DEN?ZL?|2015|2|98.0
17237|DEN?ZL?|2015|3|120.8
17237|DEN?ZL?|2015|4|219.7
17237|DEN?ZL?|2015|5|274.9
17237|DEN?ZL?|2015|6|275.2
17237|DEN?ZL?|2015|7|349.4
17237|DEN?ZL?|2015|8|291.9
17237|DEN?ZL?|2015|9|238.5
17237|DEN?ZL?|2015|10|197.2
17237|DEN?ZL?|2015|11|186.4
17237|DEN?ZL?|2015|12|169.1
17237|DEN?ZL?|2015|13|2517.5
17237|DEN?ZL?|2016|1|102.4
17237|DEN?ZL?|2016|2|167.6
17237|DEN?ZL?|2016|3|170.7
17237|DEN?ZL?|2016|4|253.5
17237|DEN?ZL?|2016|5|228.5
17237|DEN?ZL?|2016|6|324.7
17237|DEN?ZL?|2016|7|349.3
17237|DEN?ZL?|2016|8|292.5
17237|DEN?ZL?|2016|9|249.9
17237|DEN?ZL?|2016|10|225.7
17237|DEN?ZL?|2016|11|166.7
17237|DEN?ZL?|2016|12|117.3
17237|DEN?ZL?|2016|13|2648.8
17237|DEN?ZL?|2017|1|99.0
17237|DEN?ZL?|2017|2|153.7
17237|DEN?ZL?|2017|3|173.4
17237|DEN?ZL?|2017|4|205.6
17237|DEN?ZL?|2017|5|236.6
17237|DEN?ZL?|2017|6|289.8
17237|DEN?ZL?|2017|7|349.3
17237|DEN?ZL?|2017|8|287.2
17237|DEN?ZL?|2017|9|254.7
17237|DEN?ZL?|2017|10|205.7
17237|DEN?ZL?|2017|11|161.5
17237|DEN?ZL?|2017|12|112.0
17237|DEN?ZL?|2017|13|2528.5
17237|DEN?ZL?|2018|1|125.7
17237|DEN?ZL?|2018|2|96.0
17237|DEN?ZL?|2018|3|141.8
17237|DEN?ZL?|2018|4|250.1
17237|DEN?ZL?|2018|5|241.9
17237|DEN?ZL?|2018|6|282.1
17237|DEN?ZL?|2018|7|330.0
17237|DEN?ZL?|2018|8|295.8
17237|DEN?ZL?|2018|9|248.6
17237|DEN?ZL?|2018|10|226.2
17237|DEN?ZL?|2018|11|139.5
17237|DEN?ZL?|2018|12|79.8
17237|DEN?ZL?|2018|13|2457.5
17237|DEN?ZL?|2019|1|76.1
17237|DEN?ZL?|2019|2|141.3
17237|DEN?ZL?|2019|3|211.0
17237|DEN?ZL?|2019|4|197.1
17237|DEN?ZL?|2019|5|254.2
17237|DEN?ZL?|2019|6|272.2
17237|DEN?ZL?|2019|7|321.5
17237|DEN?ZL?|2019|8|306.1
17237|DEN?ZL?|2019|9|244.8
17237|DEN?ZL?|2019|10|235.1
17237|DEN?ZL?|2019|11|5.7
17237|DEN?ZL?|2019|12|105.9
17237|DEN?ZL?|2019|13|2371.0
17237|DEN?ZL?|2020|1|132.2
17237|DEN?ZL?|2020|2|127.3
17237|DEN?ZL?|2020|3|186.3
17237|DEN?ZL?|2020|4|207.5
17237|DEN?ZL?|2020|5|225.5
17237|DEN?ZL?|2020|6|259.1
17237|DEN?ZL?|2020|7|326.3
17237|DEN?ZL?|2020|8|320.2
17237|DEN?ZL?|2020|9|272.9
17237|DEN?ZL?|2020|10|199.6
17237|DEN?ZL?|2020|11|174.4
17237|DEN?ZL?|2020|12|108.1
17237|DEN?ZL?|2020|13|2539.4
17237|DEN?ZL?|2021|1|93.8
17237|DEN?ZL?|2021|2|158.0
17237|DEN?ZL?|2021|3|172.1
17237|DEN?ZL?|2021|4|176.9
17237|DEN?ZL?|2021|5|293.6
17237|DEN?ZL?|2021|6|247.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|1|60.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|2|104.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|3|145.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|4|217.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|5|239.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|6|244.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|7|277.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|8|244.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|9|89.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|10|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|11|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|12|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|13|1624.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|1|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|2|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|3|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|4|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|5|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|6|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|7|0.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|8|237.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|9|262.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|10|220.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|11|204.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|12|202.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|13|1127.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|1|129.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|2|170.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|3|187.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|4|267.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|5|234.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|6|305.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|7|319.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|8|302.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|9|262.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|10|240.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|11|187.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|12|143.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|13|2750.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|1|145.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|2|182.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|3|184.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|4|220.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|5|223.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|6|285.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|7|354.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|8|305.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|9|279.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|10|226.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|11|183.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|12|127.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|13|2718.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|1|155.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|2|109.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|3|170.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|4|293.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|5|230.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|6|279.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|7|325.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|8|309.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|9|264.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|10|230.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|11|155.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|12|101.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|13|2624.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|92.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|151.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|226.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|193.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|270.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|259.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|341.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|274.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|257.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|237.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|170.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|136.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|13|2610.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|167.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|139.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|217.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|163.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|220.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|302.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|85.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|213.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|255.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|196.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|119.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|70.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|13|2151.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|40.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|111.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|94.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|112.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|5|216.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|172.7
17296|FETH?YE|1983|7|338.8
17296|FETH?YE|1983|8|348.8
17296|FETH?YE|1983|9|292.6
17296|FETH?YE|1983|10|260.8
17296|FETH?YE|1983|11|97.6
17296|FETH?YE|1983|12|119.7
17296|FETH?YE|1983|13|1458.3
17296|FETH?YE|1984|1|124.1
17296|FETH?YE|1984|2|148.2
17296|FETH?YE|1984|3|164.3
17296|FETH?YE|1984|4|221.5
17296|FETH?YE|1984|5|292.2
17296|FETH?YE|1984|6|338.9
17296|FETH?YE|1984|7|352.6
17296|FETH?YE|1984|8|350.8
17296|FETH?YE|1984|9|295.2
17296|FETH?YE|1984|10|272.6
17296|FETH?YE|1984|11|149.4
17296|FETH?YE|1984|12|147.0
17296|FETH?YE|1984|13|2856.8
17296|FETH?YE|1985|1|97.8
17296|FETH?YE|1985|2|149.4
17296|FETH?YE|1985|3|188.9
17296|FETH?YE|1985|4|237.0
17296|FETH?YE|1985|5|258.6
17296|FETH?YE|1985|6|353.3
17296|FETH?YE|1985|7|374.1
17296|FETH?YE|1985|8|345.4
17296|FETH?YE|1985|9|305.3
17296|FETH?YE|1985|10|248.5
17296|FETH?YE|1985|11|150.5
17296|FETH?YE|1985|12|156.1
17296|FETH?YE|1985|13|2864.9
17296|FETH?YE|1986|1|108.3
17296|FETH?YE|1986|2|136.3
17296|FETH?YE|1986|3|212.7
17296|FETH?YE|1986|4|254.9
17296|FETH?YE|1986|5|290.5
17296|FETH?YE|1986|6|327.9
17296|FETH?YE|1986|7|360.4
17296|FETH?YE|1986|8|325.0
17296|FETH?YE|1986|9|249.8
17296|FETH?YE|1986|10|237.7
17296|FETH?YE|1986|11|218.8
17296|FETH?YE|1986|12|141.2
17296|FETH?YE|1986|13|2863.5
17296|FETH?YE|1987|1|120.4
17296|FETH?YE|1987|2|138.5
17296|FETH?YE|1987|3|197.6
17296|FETH?YE|1987|4|189.2
17296|FETH?YE|1987|5|253.5
17296|FETH?YE|1987|6|342.3
17296|FETH?YE|1987|7|356.8
17296|FETH?YE|1987|8|355.4
17296|FETH?YE|1987|9|296.5
17296|FETH?YE|1987|10|236.8
17296|FETH?YE|1987|11|165.8
17296|FETH?YE|1987|12|141.8
17296|FETH?YE|1987|13|2794.6
17296|FETH?YE|1988|1|159.5
17296|FETH?YE|1988|2|140.4
17296|FETH?YE|1988|3|164.5
17296|FETH?YE|1988|4|209.6
17296|FETH?YE|1988|5|318.4
17296|FETH?YE|1988|6|328.3
17296|FETH?YE|1988|7|354.4
17296|FETH?YE|1988|8|345.3
17296|FETH?YE|1988|9|304.6
17296|FETH?YE|1988|10|221.9
17296|FETH?YE|1988|11|144.0
17296|FETH?YE|1988|12|119.6
17296|FETH?YE|1988|13|2810.5
17296|FETH?YE|1989|1|208.2
17296|FETH?YE|1989|2|204.6
17296|FETH?YE|1989|3|212.4
17296|FETH?YE|1989|4|256.7
17296|FETH?YE|1989|5|314.2
17296|FETH?YE|1989|6|341.3
17296|FETH?YE|1989|7|354.1
17296|FETH?YE|1989|8|339.7
17296|FETH?YE|1989|9|299.2
17296|FETH?YE|1989|10|238.1
17296|FETH?YE|1989|11|140.7
17296|FETH?YE|1989|12|145.1
17296|FETH?YE|1989|13|3054.3
17296|FETH?YE|1990|1|166.1
17296|FETH?YE|1990|2|172.0
17296|FETH?YE|1990|3|280.9
17296|FETH?YE|1990|4|245.7
17296|FETH?YE|1990|5|319.2
17296|FETH?YE|1990|6|336.3
17296|FETH?YE|1990|7|353.8
17296|FETH?YE|1990|8|345.0
17296|FETH?YE|1990|9|306.5
17296|FETH?YE|1990|10|252.7
17296|FETH?YE|1990|11|180.4
17296|FETH?YE|1990|12|103.6
17296|FETH?YE|1990|13|3062.2
17296|FETH?YE|1991|1|155.9
17296|FETH?YE|1991|2|128.8
17296|FETH?YE|1991|3|201.4
17296|FETH?YE|1991|4|235.5
17296|FETH?YE|1991|5|232.7
17296|FETH?YE|1991|6|332.2
17296|FETH?YE|1991|7|345.9
17296|FETH?YE|1991|8|342.6
17296|FETH?YE|1991|9|300.5
17296|FETH?YE|1991|10|232.6
17296|FETH?YE|1991|11|184.0
17296|FETH?YE|1991|12|113.0
17296|FETH?YE|1991|13|2805.1
17296|FETH?YE|1992|1|188.1
17296|FETH?YE|1992|2|164.9
17296|FETH?YE|1992|3|160.1
17296|FETH?YE|1992|4|245.5
17296|FETH?YE|1992|5|243.7
17296|FETH?YE|1992|6|298.0
17296|FETH?YE|1992|7|338.6
17296|FETH?YE|1992|8|336.0
17296|FETH?YE|1992|9|295.8
17296|FETH?YE|1992|10|240.8
17296|FETH?YE|1992|11|165.4
17296|FETH?YE|1992|12|157.0
17296|FETH?YE|1992|13|2833.9
17296|FETH?YE|1993|1|161.9
17296|FETH?YE|1993|2|164.4
17296|FETH?YE|1993|3|243.6
17296|FETH?YE|1993|4|258.0
17296|FETH?YE|1993|5|266.2
17296|FETH?YE|1993|6|319.5
17296|FETH?YE|1993|7|351.4
17296|FETH?YE|1993|8|340.5
17296|FETH?YE|1993|9|299.4
17296|FETH?YE|1993|10|250.4
17296|FETH?YE|1993|11|180.7
17296|FETH?YE|1993|12|139.1
17296|FETH?YE|1993|13|2975.1
17296|FETH?YE|1994|1|138.8
17296|FETH?YE|1994|2|159.4
17296|FETH?YE|1994|3|238.8
17296|FETH?YE|1994|4|230.8
17296|FETH?YE|1994|5|306.8
17296|FETH?YE|1994|6|326.5
17296|FETH?YE|1994|7|344.9
17296|FETH?YE|1994|8|347.4
17296|FETH?YE|1994|9|287.5
17296|FETH?YE|1994|10|197.1
17296|FETH?YE|1994|11|169.4
17296|FETH?YE|1994|12|137.5
17296|FETH?YE|1994|13|2884.9
17296|FETH?YE|1995|1|139.7
17296|FETH?YE|1995|2|187.0
17296|FETH?YE|1995|3|196.3
17296|FETH?YE|1995|4|234.6
17296|FETH?YE|1995|5|311.3
17296|FETH?YE|1995|6|337.0
17296|FETH?YE|1995|7|339.4
17296|FETH?YE|1995|8|347.7
17296|FETH?YE|1995|9|287.4
17296|FETH?YE|1995|10|267.0
17296|FETH?YE|1995|11|151.4
17296|FETH?YE|1995|12|125.4
17296|FETH?YE|1995|13|2924.2
17296|FETH?YE|1996|1|132.3
17296|FETH?YE|1996|2|133.3
17296|FETH?YE|1996|3|212.5
17296|FETH?YE|1996|4|257.6
17296|FETH?YE|1996|5|330.2
17296|FETH?YE|1996|6|363.3
17296|FETH?YE|1996|7|366.0
17296|FETH?YE|1996|8|347.8
17296|FETH?YE|1996|9|270.1
17296|FETH?YE|1996|10|235.6
17296|FETH?YE|1996|11|190.8
17296|FETH?YE|1996|12|119.2
17296|FETH?YE|1996|13|2958.7
17296|FETH?YE|1997|1|200.9
17296|FETH?YE|1997|2|183.7
17296|FETH?YE|1997|3|219.2
17296|FETH?YE|1997|4|209.8
17296|FETH?YE|1997|5|340.2
17296|FETH?YE|1997|6|332.5
17296|FETH?YE|1997|7|370.0
17296|FETH?YE|1997|8|341.1
17296|FETH?YE|1997|9|284.3
17296|FETH?YE|1997|10|189.7
17296|FETH?YE|1997|11|159.2
17296|FETH?YE|1997|12|119.3
17296|FETH?YE|1997|13|2949.9
17296|FETH?YE|1998|1|159.0
17296|FETH?YE|1998|2|177.5
17296|FETH?YE|1998|3|179.1
17296|FETH?YE|1998|4|239.0
17296|FETH?YE|1998|5|272.1
17296|FETH?YE|1998|6|354.2
17296|FETH?YE|1998|7|366.5
17296|FETH?YE|1998|8|346.3
17296|FETH?YE|1998|9|285.2
17296|FETH?YE|1998|10|245.4
17296|FETH?YE|1998|11|155.9
17296|FETH?YE|1998|12|85.5
17296|FETH?YE|1998|13|2865.7
17296|FETH?YE|1999|1|119.8
17296|FETH?YE|1999|2|159.7
17296|FETH?YE|1999|3|223.8
17296|FETH?YE|1999|4|267.1
17296|FETH?YE|1999|5|335.1
17296|FETH?YE|1999|6|350.4
17296|FETH?YE|1999|7|367.2
17296|FETH?YE|1999|8|343.4
17296|FETH?YE|1999|9|301.0
17296|FETH?YE|1999|10|251.5
17296|FETH?YE|1999|11|168.7
17296|FETH?YE|1999|12|142.7
17296|FETH?YE|1999|13|3030.4
17296|FETH?YE|2000|1|152.0
17296|FETH?YE|2000|2|161.7
17296|FETH?YE|2000|3|245.6
17296|FETH?YE|2000|4|205.4
17296|FETH?YE|2000|5|318.7
17296|FETH?YE|2000|6|358.8
17296|FETH?YE|2000|7|367.8
17296|FETH?YE|2000|8|343.9
17296|FETH?YE|2000|9|301.7
17296|FETH?YE|2000|10|258.4
17296|FETH?YE|2000|11|190.8
17296|FETH?YE|2000|12|158.0
17296|FETH?YE|2000|13|3062.8
