Istasyon_No|Istasyon_Adi|YIL|AY|GUNLUK_TOPLAM_GUNESLENME_SURESI_AYLIK_ORTALAMASI
17296|FETH?YE|2001|4|7.3
17296|FETH?YE|2001|5|9.3
17296|FETH?YE|2001|6|12.2
17296|FETH?YE|2001|7|11.8
17296|FETH?YE|2001|8|10.9
17296|FETH?YE|2001|9|10.4
17296|FETH?YE|2001|10|8.4
17296|FETH?YE|2001|11|4.7
17296|FETH?YE|2001|12|2.7
17296|FETH?YE|2001|13|8.0
17296|FETH?YE|2002|1|5.4
17296|FETH?YE|2002|2|7.1
17296|FETH?YE|2002|3|7.1
17296|FETH?YE|2002|4|8.1
17296|FETH?YE|2002|5|10.8
17296|FETH?YE|2002|6|11.7
17296|FETH?YE|2002|7|11.1
17296|FETH?YE|2002|8|11.2
17296|FETH?YE|2002|9|9.0
17296|FETH?YE|2002|10|8.0
17296|FETH?YE|2002|11|5.9
17296|FETH?YE|2002|12|3.1
17296|FETH?YE|2002|13|8.2
17296|FETH?YE|2003|1|3.5
17296|FETH?YE|2003|2|5.4
17296|FETH?YE|2003|3|7.1
17296|FETH?YE|2003|4|6.7
17296|FETH?YE|2003|5|10.4
17296|FETH?YE|2003|6|11.1
17296|FETH?YE|2003|7|12.0
17296|FETH?YE|2003|8|11.3
17296|FETH?YE|2003|9|10.3
17296|FETH?YE|2003|10|7.7
17296|FETH?YE|2003|11|6.5
17296|FETH?YE|2003|12|3.6
17296|FETH?YE|2003|13|8.0
17296|FETH?YE|2004|1|3.0
17296|FETH?YE|2004|2|5.1
17296|FETH?YE|2004|3|7.2
17296|FETH?YE|2004|4|8.3
17296|FETH?YE|2004|5|10.3
17296|FETH?YE|2004|6|11.6
17296|FETH?YE|2004|7|11.9
17296|FETH?YE|2004|8|11.2
17296|FETH?YE|2004|9|10.2
17296|FETH?YE|2004|10|8.6
17296|FETH?YE|2004|11|5.0
17296|FETH?YE|2004|12|4.2
17296|FETH?YE|2004|13|8.1
17296|FETH?YE|2005|1|3.7
17296|FETH?YE|2005|2|5.1
17296|FETH?YE|2005|3|6.6
17296|FETH?YE|2005|4|8.1
17296|FETH?YE|2005|5|9.6
17296|FETH?YE|2005|6|11.9
17296|FETH?YE|2005|7|11.8
17296|FETH?YE|2005|8|11.1
17296|FETH?YE|2005|9|10.1
17296|FETH?YE|2005|10|8.3
17296|FETH?YE|2005|11|5.3
17296|FETH?YE|2005|12|4.0
17296|FETH?YE|2005|13|8.0
17296|FETH?YE|2006|1|4.1
17296|FETH?YE|2006|2|4.5
17296|FETH?YE|2006|3|6.3
17296|FETH?YE|2006|4|7.9
17296|FETH?YE|2006|5|10.7
17296|FETH?YE|2006|6|11.2
17296|FETH?YE|2006|7|11.8
17296|FETH?YE|2006|8|11.2
17296|FETH?YE|2006|9|9.4
17296|FETH?YE|2006|10|6.5
17296|FETH?YE|2006|11|5.6
17296|FETH?YE|2006|12|4.7
17296|FETH?YE|2006|13|7.8
17296|FETH?YE|2007|1|5.0
17296|FETH?YE|2007|2|5.6
17296|FETH?YE|2007|3|7.5
17296|FETH?YE|2007|4|8.7
17296|FETH?YE|2007|5|9.2
17296|FETH?YE|2007|6|11.4
17296|FETH?YE|2007|7|11.9
17296|FETH?YE|2007|8|11.3
17296|FETH?YE|2007|9|10.3
17296|FETH?YE|2007|10|7.5
17296|FETH?YE|2007|11|4.7
17296|FETH?YE|2007|12|4.1
17296|FETH?YE|2007|13|8.1
17296|FETH?YE|2008|1|5.4
17296|FETH?YE|2008|2|5.9
17296|FETH?YE|2008|3|6.7
17296|FETH?YE|2008|4|7.0
17296|FETH?YE|2008|5|10.8
17296|FETH?YE|2008|6|12.1
17296|FETH?YE|2008|7|11.8
17296|FETH?YE|2008|8|10.9
17296|FETH?YE|2008|9|9.3
17296|FETH?YE|2008|10|8.3
17296|FETH?YE|2008|11|5.4
17296|FETH?YE|2008|12|4.5
17296|FETH?YE|2008|13|8.2
17296|FETH?YE|2009|1|3.4
17296|FETH?YE|2009|2|3.9
17296|FETH?YE|2009|3|6.9
17296|FETH?YE|2009|4|8.7
17296|FETH?YE|2009|5|9.8
17296|FETH?YE|2009|6|11.9
17296|FETH?YE|2009|7|12.1
17296|FETH?YE|2009|8|11.2
17296|FETH?YE|2009|9|9.0
17296|FETH?YE|2009|10|7.3
17296|FETH?YE|2009|11|6.0
17296|FETH?YE|2009|12|3.5
17296|FETH?YE|2009|13|7.8
17296|FETH?YE|2010|1|3.8
17296|FETH?YE|2010|2|4.5
17296|FETH?YE|2010|3|7.7
17296|FETH?YE|2010|4|9.0
17296|FETH?YE|2010|5|9.5
17296|FETH?YE|2010|6|10.3
17296|FETH?YE|2010|7|12.0
17296|FETH?YE|2010|8|10.6
17296|FETH?YE|2010|9|9.5
17296|FETH?YE|2010|10|6.5
17296|FETH?YE|2010|11|5.8
17296|FETH?YE|2010|12|4.1
17296|FETH?YE|2010|13|7.8
17296|FETH?YE|2011|1|4.4
17296|FETH?YE|2011|2|5.3
17296|FETH?YE|2011|3|7.6
17296|FETH?YE|2011|4|7.3
17296|FETH?YE|2011|5|8.7
17296|FETH?YE|2011|6|11.8
17296|FETH?YE|2011|7|12.2
17296|FETH?YE|2011|8|11.0
17296|FETH?YE|2011|9|10.1
17296|FETH?YE|2011|10|7.6
17296|FETH?YE|2011|11|6.1
17296|FETH?YE|2011|12|4.3
17296|FETH?YE|2011|13|8.0
17296|FETH?YE|2012|1|4.0
17296|FETH?YE|2012|2|5.0
17296|FETH?YE|2012|3|7.9
17296|FETH?YE|2012|4|8.6
17296|FETH?YE|2012|5|9.2
17296|FETH?YE|2012|6|11.8
17296|FETH?YE|2012|7|12.1
17296|FETH?YE|2012|8|11.1
17296|FETH?YE|2012|9|9.9
17296|FETH?YE|2012|10|7.0
17296|FETH?YE|2012|11|5.4
17296|FETH?YE|2012|12|3.3
17296|FETH?YE|2012|13|7.9
17296|FETH?YE|2013|1|4.3
17296|FETH?YE|2013|2|4.8
17296|FETH?YE|2013|3|5.8
17296|FETH?YE|2013|4|8.4
17296|FETH?YE|2013|5|9.2
17296|FETH?YE|2013|6|11.7
17296|FETH?YE|2013|7|12.1
17296|FETH?YE|2013|8|11.0
17296|FETH?YE|2013|9|10.1
17296|FETH?YE|2013|10|8.2
17296|FETH?YE|2013|11|5.5
17296|FETH?YE|2013|12|4.5
17296|FETH?YE|2013|13|8.0
17296|FETH?YE|2014|1|4.3
17296|FETH?YE|2014|2|5.8
17296|FETH?YE|2014|3|6.0
17296|FETH?YE|2014|4|8.4
17296|FETH?YE|2014|5|9.2
17296|FETH?YE|2014|6|10.6
17296|FETH?YE|2014|7|12.1
17296|FETH?YE|2014|8|10.9
17296|FETH?YE|2014|9|9.4
17296|FETH?YE|2014|10|7.3
17296|FETH?YE|2014|11|5.7
17296|FETH?YE|2014|12|3.3
17296|FETH?YE|2014|13|7.8
17296|FETH?YE|2015|1|3.9
17296|FETH?YE|2015|2|4.2
17296|FETH?YE|2015|3|6.5
17296|FETH?YE|2015|4|9.8
17296|FETH?YE|2015|5|9.8
17296|FETH?YE|2015|6|11.5
17296|FETH?YE|2015|7|12.0
17296|FETH?YE|2015|8|11.1
17296|FETH?YE|2015|9|8.9
17296|FETH?YE|2015|10|7.2
17296|FETH?YE|2015|11|7.0
17296|FETH?YE|2015|12|6.2
17296|FETH?YE|2015|13|8.2
17296|FETH?YE|2016|1|5.0
17296|FETH?YE|2016|2|6.0
17296|FETH?YE|2016|3|7.4
17296|FETH?YE|2016|4|10.1
17296|FETH?YE|2016|5|9.2
17296|FETH?YE|2016|6|12.2
17296|FETH?YE|2016|7|12.4
17296|FETH?YE|2016|8|11.4
17296|FETH?YE|2016|9|10.2
17296|FETH?YE|2016|10|8.8
17296|FETH?YE|2016|11|5.9
17296|FETH?YE|2016|12|5.2
17296|FETH?YE|2016|13|8.7
17296|FETH?YE|2017|1|4.0
17296|FETH?YE|2017|2|5.4
17296|FETH?YE|2017|3|7.2
17296|FETH?YE|2017|4|9.1
17296|FETH?YE|2017|5|9.2
17296|FETH?YE|2017|6|12.2
17296|FETH?YE|2017|7|12.8
17296|FETH?YE|2017|8|10.8
17296|FETH?YE|2017|9|10.6
17296|FETH?YE|2017|10|7.7
17296|FETH?YE|2017|11|5.9
17296|FETH?YE|2017|12|4.3
17296|FETH?YE|2017|13|8.3
17296|FETH?YE|2018|1|4.7
17296|FETH?YE|2018|2|3.3
17296|FETH?YE|2018|3|5.6
17296|FETH?YE|2018|4|9.5
17296|FETH?YE|2018|5|9.1
17296|FETH?YE|2018|6|11.6
17296|FETH?YE|2018|7|12.3
17296|FETH?YE|2018|8|4.9
17296|FETH?YE|2018|10|7.7
17296|FETH?YE|2018|11|5.5
17296|FETH?YE|2018|12|4.0
17296|FETH?YE|2018|13|7.1
17296|FETH?YE|2019|1|3.0
17296|FETH?YE|2019|2|5.8
17296|FETH?YE|2019|3|7.9
17296|FETH?YE|2019|4|8.6
17296|FETH?YE|2019|5|10.7
17296|FETH?YE|2019|6|11.7
17296|FETH?YE|2019|7|12.4
17296|FETH?YE|2019|8|11.8
17296|FETH?YE|2019|9|10.0
17296|FETH?YE|2019|10|8.2
17296|FETH?YE|2019|11|5.7
17296|FETH?YE|2019|12|4.4
17296|FETH?YE|2019|13|8.4
17296|FETH?YE|2020|1|5.1
17296|FETH?YE|2020|2|5.5
17296|FETH?YE|2020|3|7.8
17296|FETH?YE|2020|4|9.3
17296|FETH?YE|2020|5|11.0
17296|FETH?YE|2020|6|11.8
17296|FETH?YE|2020|7|12.8
17296|FETH?YE|2020|8|11.7
17296|FETH?YE|2020|9|10.7
17296|FETH?YE|2020|10|7.8
17296|FETH?YE|2020|11|6.9
17296|FETH?YE|2020|12|4.0
17296|FETH?YE|2020|13|8.7
17296|FETH?YE|2021|1|3.8
17296|FETH?YE|2021|2|7.3
17296|FETH?YE|2021|3|7.5
17296|FETH?YE|2021|4|8.7
17296|FETH?YE|2021|5|11.9
17296|FETH?YE|2021|6|12.5
17298|MARMAR?S|1983|11|3.7
17298|MARMAR?S|1983|12|3.4
17298|MARMAR?S|1983|13|3.6
17298|MARMAR?S|1984|1|3.8
17298|MARMAR?S|1984|2|4.2
17298|MARMAR?S|1984|3|4.3
17298|MARMAR?S|1984|4|6.6
17298|MARMAR?S|1984|5|8.7
17298|MARMAR?S|1984|6|10.7
17298|MARMAR?S|1984|7|11.1
17298|MARMAR?S|1984|8|10.9
17298|MARMAR?S|1984|9|8.7
17298|MARMAR?S|1984|10|7.0
17298|MARMAR?S|1984|11|3.4
17298|MARMAR?S|1984|12|3.1
17298|MARMAR?S|1984|13|6.9
17298|MARMAR?S|1985|1|2.4
17298|MARMAR?S|1985|2|4.3
17298|MARMAR?S|1985|3|5.1
17298|MARMAR?S|1985|4|7.7
17298|MARMAR?S|1985|5|8.5
17298|MARMAR?S|1985|6|10.9
17298|MARMAR?S|1985|7|11.2
17298|MARMAR?S|1985|8|10.8
17298|MARMAR?S|1985|9|9.0
17298|MARMAR?S|1985|10|6.5
17298|MARMAR?S|1985|11|3.8
17298|MARMAR?S|1985|12|3.6
17298|MARMAR?S|1985|13|7.0
17298|MARMAR?S|1986|1|2.4
17298|MARMAR?S|1986|2|3.1
17298|MARMAR?S|1986|3|5.6
17298|MARMAR?S|1986|4|8.1
17298|MARMAR?S|1986|5|9.4
17298|MARMAR?S|1986|6|10.4
17298|MARMAR?S|1986|7|11.1
17298|MARMAR?S|1986|8|10.5
17298|MARMAR?S|1986|9|8.4
17298|MARMAR?S|1986|10|6.6
17298|MARMAR?S|1986|11|5.7
17298|MARMAR?S|1986|12|3.3
17298|MARMAR?S|1986|13|7.1
17298|MARMAR?S|1987|1|2.4
17298|MARMAR?S|1987|2|4.1
17298|MARMAR?S|1987|3|5.7
17298|MARMAR?S|1987|4|6.3
17298|MARMAR?S|1987|5|7.9
17298|MARMAR?S|1987|6|10.9
17298|MARMAR?S|1987|7|10.9
17298|MARMAR?S|1987|8|10.6
17298|MARMAR?S|1987|9|8.9
17298|MARMAR?S|1987|10|6.3
17298|MARMAR?S|1987|11|4.1
17298|MARMAR?S|1987|12|3.3
17298|MARMAR?S|1987|13|6.8
17298|MARMAR?S|1988|1|3.4
17298|MARMAR?S|1988|2|4.2
17298|MARMAR?S|1988|3|4.3
17298|MARMAR?S|1988|4|6.1
17298|MARMAR?S|1988|5|9.0
17298|MARMAR?S|1988|6|10.5
17298|MARMAR?S|1988|7|11.3
17298|MARMAR?S|1988|8|11.0
17298|MARMAR?S|1988|9|10.2
17298|MARMAR?S|1988|10|7.2
17298|MARMAR?S|1988|11|4.6
17298|MARMAR?S|1988|12|3.3
17298|MARMAR?S|1988|13|7.1
17298|MARMAR?S|1989|1|6.3
17298|MARMAR?S|1989|2|6.5
17298|MARMAR?S|1989|3|6.4
17298|MARMAR?S|1989|4|8.0
17298|MARMAR?S|1989|5|9.8
17298|MARMAR?S|1989|6|11.1
17298|MARMAR?S|1989|7|11.4
17298|MARMAR?S|1989|8|10.5
17298|MARMAR?S|1989|9|9.4
17298|MARMAR?S|1989|10|7.3
17298|MARMAR?S|1989|11|4.4
17298|MARMAR?S|1989|12|4.0
17298|MARMAR?S|1989|13|7.9
17298|MARMAR?S|1990|1|5.0
17298|MARMAR?S|1990|2|5.9
17298|MARMAR?S|1990|3|8.3
17298|MARMAR?S|1990|4|7.3
17298|MARMAR?S|1990|5|9.9
17298|MARMAR?S|1990|6|11.3
17298|MARMAR?S|1990|7|11.4
17298|MARMAR?S|1990|8|10.7
17298|MARMAR?S|1990|9|9.7
17298|MARMAR?S|1990|10|7.2
17298|MARMAR?S|1990|11|4.6
17298|MARMAR?S|1990|12|3.2
17298|MARMAR?S|1990|13|7.9
17298|MARMAR?S|1991|1|5.0
17298|MARMAR?S|1991|2|4.3
17298|MARMAR?S|1991|3|5.8
17298|MARMAR?S|1991|4|8.0
17298|MARMAR?S|1991|5|7.7
17298|MARMAR?S|1991|6|11.3
17298|MARMAR?S|1991|7|11.5
17298|MARMAR?S|1991|8|11.0
17298|MARMAR?S|1991|9|9.6
17298|MARMAR?S|1991|10|6.7
17298|MARMAR?S|1991|11|5.6
17298|MARMAR?S|1991|12|3.7
17298|MARMAR?S|1991|13|7.5
17298|MARMAR?S|1992|1|6.0
17298|MARMAR?S|1992|2|5.6
17298|MARMAR?S|1992|3|4.9
17298|MARMAR?S|1992|4|8.2
17298|MARMAR?S|1992|5|8.7
17298|MARMAR?S|1992|6|10.4
17298|MARMAR?S|1992|7|11.3
17298|MARMAR?S|1992|8|10.8
17298|MARMAR?S|1992|9|9.7
17298|MARMAR?S|1992|10|7.3
17298|MARMAR?S|1992|11|5.0
17298|MARMAR?S|1992|12|4.6
17298|MARMAR?S|1992|13|7.7
17298|MARMAR?S|1993|1|5.1
17298|MARMAR?S|1993|2|5.4
17298|MARMAR?S|1993|3|7.8
17298|MARMAR?S|1993|4|7.9
17298|MARMAR?S|1993|5|8.6
17298|MARMAR?S|1993|6|11.0
17298|MARMAR?S|1993|7|11.7
17298|MARMAR?S|1993|8|11.0
17298|MARMAR?S|1993|9|9.7
17298|MARMAR?S|1993|10|7.9
17298|MARMAR?S|1993|11|5.6
17298|MARMAR?S|1993|12|3.5
17298|MARMAR?S|1993|13|7.9
17298|MARMAR?S|1994|1|3.8
17298|MARMAR?S|1994|2|5.4
17298|MARMAR?S|1994|3|7.6
17298|MARMAR?S|1994|4|7.6
17298|MARMAR?S|1994|5|10.0
17298|MARMAR?S|1994|6|11.6
17298|MARMAR?S|1994|7|11.7
17298|MARMAR?S|1994|8|11.2
17298|MARMAR?S|1994|9|9.4
17298|MARMAR?S|1994|10|6.3
17298|MARMAR?S|1994|11|5.2
17298|MARMAR?S|1994|12|4.4
17298|MARMAR?S|1994|13|7.9
17298|MARMAR?S|1995|1|3.5
17298|MARMAR?S|1995|2|5.8
17298|MARMAR?S|1995|3|5.5
17298|MARMAR?S|1995|4|7.6
17298|MARMAR?S|1995|5|10.1
17298|MARMAR?S|1995|6|11.5
17298|MARMAR?S|1995|7|11.3
17298|MARMAR?S|1995|8|11.0
17298|MARMAR?S|1995|9|9.3
17298|MARMAR?S|1995|10|8.0
17298|MARMAR?S|1995|11|4.3
17298|MARMAR?S|1995|12|4.1
17298|MARMAR?S|1995|13|7.7
17298|MARMAR?S|1996|1|4.1
17298|MARMAR?S|1996|2|4.5
17298|MARMAR?S|1996|3|6.5
17298|MARMAR?S|1996|4|8.6
17298|MARMAR?S|1996|5|9.8
17298|MARMAR?S|1996|6|11.4
17298|MARMAR?S|1996|7|11.2
17298|MARMAR?S|1996|8|10.8
17298|MARMAR?S|1996|9|8.5
17298|MARMAR?S|1996|10|7.1
17298|MARMAR?S|1996|11|5.3
17298|MARMAR?S|1996|12|3.3
17298|MARMAR?S|1996|13|7.7
17298|MARMAR?S|1997|1|5.6
17298|MARMAR?S|1997|2|5.3
17298|MARMAR?S|1997|3|7.1
17298|MARMAR?S|1997|4|6.8
17298|MARMAR?S|1997|5|10.2
17298|MARMAR?S|1997|6|10.7
17298|MARMAR?S|1997|7|11.2
17298|MARMAR?S|1997|8|10.7
17298|MARMAR?S|1997|9|9.1
17298|MARMAR?S|1997|10|6.0
17298|MARMAR?S|1997|11|4.1
17298|MARMAR?S|1997|12|3.4
17298|MARMAR?S|1997|13|7.6
17298|MARMAR?S|1998|1|5.0
17298|MARMAR?S|1998|2|6.6
17298|MARMAR?S|1998|3|6.8
17298|MARMAR?S|1998|4|8.5
17298|MARMAR?S|1998|5|8.5
17298|MARMAR?S|1998|6|11.2
17298|MARMAR?S|1998|7|11.2
17298|MARMAR?S|1998|8|10.7
17298|MARMAR?S|1998|9|9.2
17298|MARMAR?S|1998|10|7.2
17298|MARMAR?S|1998|11|5.3
17298|MARMAR?S|1998|12|3.7
17298|MARMAR?S|1998|13|7.9
17298|MARMAR?S|1999|1|4.4
17298|MARMAR?S|1999|2|5.1
17298|MARMAR?S|1999|3|6.3
17298|MARMAR?S|1999|4|8.4
17298|MARMAR?S|1999|5|10.0
17298|MARMAR?S|1999|6|10.8
17298|MARMAR?S|1999|7|10.9
17298|MARMAR?S|1999|8|10.2
17298|MARMAR?S|1999|9|9.0
17298|MARMAR?S|1999|10|7.9
17298|MARMAR?S|1999|11|5.1
17298|MARMAR?S|1999|12|3.3
17298|MARMAR?S|1999|13|7.7
17298|MARMAR?S|2000|1|4.9
17298|MARMAR?S|2000|2|5.5
17298|MARMAR?S|2000|3|7.0
17298|MARMAR?S|2000|4|6.7
17298|MARMAR?S|2000|5|10.0
17298|MARMAR?S|2000|6|11.3
17298|MARMAR?S|2000|7|11.2
17298|MARMAR?S|2000|8|10.5
17298|MARMAR?S|2000|9|9.6
17298|MARMAR?S|2000|10|7.7
17298|MARMAR?S|2000|11|6.0
17298|MARMAR?S|2000|12|5.2
17298|MARMAR?S|2000|13|8.0
17298|MARMAR?S|2001|1|4.2
17298|MARMAR?S|2001|2|5.2
17298|MARMAR?S|2001|3|7.3
17298|MARMAR?S|2001|4|7.0
17298|MARMAR?S|2001|5|8.4
17298|MARMAR?S|2001|6|11.3
17298|MARMAR?S|2001|7|11.1
17298|MARMAR?S|2001|8|10.4
17298|MARMAR?S|2001|9|9.6
17298|MARMAR?S|2001|10|8.0
17298|MARMAR?S|2001|11|4.1
17298|MARMAR?S|2001|12|4.0
17298|MARMAR?S|2001|13|7.7
17298|MARMAR?S|2002|1|5.4
17298|MARMAR?S|2002|2|6.4
17298|MARMAR?S|2002|3|6.8
17298|MARMAR?S|2002|4|7.4
17298|MARMAR?S|2002|5|10.2
17298|MARMAR?S|2002|6|10.7
17298|MARMAR?S|2002|7|10.3
17298|MARMAR?S|2002|8|10.5
17298|MARMAR?S|2002|9|8.3
17298|MARMAR?S|2002|10|7.4
17298|MARMAR?S|2002|11|5.2
17298|MARMAR?S|2002|12|2.7
17298|MARMAR?S|2002|13|7.6
17298|MARMAR?S|2003|1|2.9
17298|MARMAR?S|2003|2|5.0
17298|MARMAR?S|2003|3|6.5
17298|MARMAR?S|2003|4|6.4
17298|MARMAR?S|2003|5|9.5
17298|MARMAR?S|2003|6|10.5
17298|MARMAR?S|2003|7|11.2
17298|MARMAR?S|2003|8|10.6
17298|MARMAR?S|2003|9|9.1
17298|MARMAR?S|2003|10|6.9
17298|MARMAR?S|2003|11|5.9
17298|MARMAR?S|2003|12|3.3
17298|MARMAR?S|2003|13|7.3
17298|MARMAR?S|2004|1|3.1
17298|MARMAR?S|2004|2|4.4
17298|MARMAR?S|2004|3|6.4
17298|MARMAR?S|2004|4|6.8
17298|MARMAR?S|2004|5|9.5
17298|MARMAR?S|2004|6|10.4
17298|MARMAR?S|2004|7|11.1
17298|MARMAR?S|2004|8|10.8
17298|MARMAR?S|2004|9|9.4
17298|MARMAR?S|2004|10|7.4
17298|MARMAR?S|2004|11|4.6
17298|MARMAR?S|2004|12|3.6
17298|MARMAR?S|2004|13|7.3
17298|MARMAR?S|2005|1|3.6
17298|MARMAR?S|2005|2|4.3
17298|MARMAR?S|2005|3|5.9
17298|MARMAR?S|2005|4|7.5
17298|MARMAR?S|2005|5|8.8
17298|MARMAR?S|2005|6|11.0
17298|MARMAR?S|2005|7|11.1
17298|MARMAR?S|2005|8|10.6
17298|MARMAR?S|2005|9|9.2
17298|MARMAR?S|2005|10|7.1
17298|MARMAR?S|2005|11|4.7
17298|MARMAR?S|2005|12|3.7
17298|MARMAR?S|2005|13|7.3
17298|MARMAR?S|2006|1|3.5
17298|MARMAR?S|2006|2|3.5
17298|MARMAR?S|2006|3|5.1
17298|MARMAR?S|2006|4|6.8
17298|MARMAR?S|2006|5|10.3
17298|MARMAR?S|2006|6|10.2
17298|MARMAR?S|2006|7|10.9
17298|MARMAR?S|2006|8|10.6
17298|MARMAR?S|2006|9|8.6
17298|MARMAR?S|2006|10|6.2
17298|MARMAR?S|2006|11|5.5
17298|MARMAR?S|2006|12|4.9
17298|MARMAR?S|2006|13|7.2
17298|MARMAR?S|2007|1|5.5
17298|MARMAR?S|2007|2|4.7
17298|MARMAR?S|2007|3|6.9
17298|MARMAR?S|2007|4|8.9
17298|MARMAR?S|2007|5|8.9
17298|MARMAR?S|2007|6|10.3
17298|MARMAR?S|2007|7|11.2
17298|MARMAR?S|2007|8|10.7
17298|MARMAR?S|2007|9|9.6
17298|MARMAR?S|2007|10|6.3
17298|MARMAR?S|2007|11|3.7
17298|MARMAR?S|2007|12|3.9
17298|MARMAR?S|2007|13|7.6
17298|MARMAR?S|2008|1|5.1
17298|MARMAR?S|2008|2|5.4
17298|MARMAR?S|2008|3|5.7
17298|MARMAR?S|2008|4|5.9
17298|MARMAR?S|2008|5|10.0
17298|MARMAR?S|2008|6|11.0
17298|MARMAR?S|2008|7|11.1
17298|MARMAR?S|2008|8|10.5
17298|MARMAR?S|2008|9|8.7
17298|MARMAR?S|2008|10|7.6
17298|MARMAR?S|2008|11|4.8
17298|MARMAR?S|2008|12|3.9
17298|MARMAR?S|2008|13|7.5
17298|MARMAR?S|2009|1|3.1
17298|MARMAR?S|2009|2|3.3
17298|MARMAR?S|2009|3|6.0
17298|MARMAR?S|2009|4|8.1
17298|MARMAR?S|2009|5|9.5
17298|MARMAR?S|2009|6|11.0
17298|MARMAR?S|2009|7|11.4
17298|MARMAR?S|2009|8|10.8
17298|MARMAR?S|2009|9|8.9
17298|MARMAR?S|2009|10|6.6
17298|MARMAR?S|2009|11|5.8
17298|MARMAR?S|2009|12|2.7
17298|MARMAR?S|2009|13|7.3
17298|MARMAR?S|2010|1|3.3
17298|MARMAR?S|2010|2|4.3
17298|MARMAR?S|2010|3|6.9
17298|MARMAR?S|2010|4|8.4
17298|MARMAR?S|2010|5|9.1
17298|MARMAR?S|2010|6|10.1
17298|MARMAR?S|2010|7|11.3
17298|MARMAR?S|2010|8|10.4
17298|MARMAR?S|2010|9|8.9
17298|MARMAR?S|2010|10|5.3
17298|MARMAR?S|2010|11|5.0
17298|MARMAR?S|2010|12|2.8
17298|MARMAR?S|2010|13|7.2
17298|MARMAR?S|2011|1|4.2
17298|MARMAR?S|2011|2|5.0
17298|MARMAR?S|2011|3|7.3
17298|MARMAR?S|2011|4|6.6
17298|MARMAR?S|2011|5|8.2
17298|MARMAR?S|2011|6|11.0
17298|MARMAR?S|2011|7|11.3
17298|MARMAR?S|2011|8|10.7
17298|MARMAR?S|2011|9|9.4
17298|MARMAR?S|2011|10|6.7
17298|MARMAR?S|2011|11|6.1
17298|MARMAR?S|2011|12|3.6
17298|MARMAR?S|2011|13|7.5
17298|MARMAR?S|2012|1|3.7
17298|MARMAR?S|2012|2|5.5
17298|MARMAR?S|2012|3|7.5
17298|MARMAR?S|2012|4|8.0
17298|MARMAR?S|2012|5|8.8
17298|MARMAR?S|2012|6|11.3
17298|MARMAR?S|2012|7|11.3
17298|MARMAR?S|2012|8|10.7
17298|MARMAR?S|2012|9|9.6
17298|MARMAR?S|2012|10|6.8
17298|MARMAR?S|2012|11|4.9
17298|MARMAR?S|2012|12|2.5
17298|MARMAR?S|2012|13|7.6
17298|MARMAR?S|2013|1|3.9
17298|MARMAR?S|2013|2|4.3
17298|MARMAR?S|2013|3|5.4
17298|MARMAR?S|2013|4|8.3
17298|MARMAR?S|2013|5|8.9
17298|MARMAR?S|2013|6|10.8
17298|MARMAR?S|2013|7|11.2
17298|MARMAR?S|2013|8|10.6
17298|MARMAR?S|2013|9|9.6
17298|MARMAR?S|2013|10|8.0
17298|MARMAR?S|2013|11|4.6
17298|MARMAR?S|2013|12|4.3
17298|MARMAR?S|2013|13|7.5
17298|MARMAR?S|2014|1|2.8
17298|MARMAR?S|2014|2|5.2
17298|MARMAR?S|2014|3|6.0
17298|MARMAR?S|2014|4|8.1
17298|MARMAR?S|2014|5|7.9
17298|MARMAR?S|2014|6|9.9
17298|MARMAR?S|2014|7|11.1
17298|MARMAR?S|2014|8|10.6
17298|MARMAR?S|2014|9|8.8
17298|MARMAR?S|2014|10|6.9
17298|MARMAR?S|2014|11|5.4
17298|MARMAR?S|2014|12|2.8
17298|MARMAR?S|2014|13|7.1
17298|MARMAR?S|2015|1|3.5
17298|MARMAR?S|2015|2|4.0
17298|MARMAR?S|2015|3|5.4
17298|MARMAR?S|2015|4|8.4
17298|MARMAR?S|2015|5|9.1
17298|MARMAR?S|2015|6|10.6
17298|MARMAR?S|2015|7|11.2
17298|MARMAR?S|2015|8|10.4
17298|MARMAR?S|2015|9|8.6
17298|MARMAR?S|2015|10|6.8
17298|MARMAR?S|2015|11|6.0
17298|MARMAR?S|2015|12|5.2
17298|MARMAR?S|2015|13|7.5
17298|MARMAR?S|2016|1|3.9
17298|MARMAR?S|2016|2|5.2
17298|MARMAR?S|2016|3|6.7
17298|MARMAR?S|2016|4|8.9
17298|MARMAR?S|2016|5|8.3
17298|MARMAR?S|2016|6|10.4
17298|MARMAR?S|2016|7|11.2
17298|MARMAR?S|2016|8|10.5
17298|MARMAR?S|2016|9|9.4
17298|MARMAR?S|2016|10|7.4
17298|MARMAR?S|2016|11|5.1
17298|MARMAR?S|2016|12|4.5
17298|MARMAR?S|2016|13|7.6
17298|MARMAR?S|2017|1|3.3
17298|MARMAR?S|2017|2|4.6
17298|MARMAR?S|2017|3|6.6
17298|MARMAR?S|2017|4|8.2
17298|MARMAR?S|2017|5|8.3
17298|MARMAR?S|2017|6|10.7
17298|MARMAR?S|2017|7|11.1
17298|MARMAR?S|2017|8|10.0
17298|MARMAR?S|2017|9|9.4
17298|MARMAR?S|2017|10|6.4
17298|MARMAR?S|2017|11|5.2
17298|MARMAR?S|2017|12|3.4
17298|MARMAR?S|2017|13|7.3
17298|MARMAR?S|2018|1|4.3
17298|MARMAR?S|2018|2|3.0
