Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_TOPLAM_YAGIS_mm_Manuel
17296|FETH?YE|1999|11|47.9
17296|FETH?YE|1999|12|99.1
17296|FETH?YE|1999|13|696.5
17296|FETH?YE|2000|1|176.3
17296|FETH?YE|2000|2|116.0
17296|FETH?YE|2000|3|83.9
17296|FETH?YE|2000|4|83.1
17296|FETH?YE|2000|5|17.0
17296|FETH?YE|2000|6|1.2
17296|FETH?YE|2000|9|3.2
17296|FETH?YE|2000|10|84.7
17296|FETH?YE|2000|11|157.7
17296|FETH?YE|2000|12|104.4
17296|FETH?YE|2000|13|827.5
17296|FETH?YE|2001|1|74.4
17296|FETH?YE|2001|2|244.3
17296|FETH?YE|2001|3|11.2
17296|FETH?YE|2001|4|113.3
17296|FETH?YE|2001|5|18.6
17296|FETH?YE|2001|8|12.9
17296|FETH?YE|2001|9|12.6
17296|FETH?YE|2001|10|14.4
17296|FETH?YE|2001|11|299.0
17296|FETH?YE|2001|12|347.8
17296|FETH?YE|2001|13|1148.5
17296|FETH?YE|2002|1|137.5
17296|FETH?YE|2002|2|61.3
17296|FETH?YE|2002|3|75.4
17296|FETH?YE|2002|4|136.6
17296|FETH?YE|2002|5|0.5
17296|FETH?YE|2002|6|0.5
17296|FETH?YE|2002|7|8.7
17296|FETH?YE|2002|9|35.2
17296|FETH?YE|2002|10|18.4
17296|FETH?YE|2002|11|169.1
17296|FETH?YE|2002|12|300.7
17296|FETH?YE|2002|13|943.9
17296|FETH?YE|2003|1|143.7
17296|FETH?YE|2003|2|159.4
17296|FETH?YE|2003|3|104.8
17296|FETH?YE|2003|4|79.2
17296|FETH?YE|2003|5|91.8
17296|FETH?YE|2003|6|7.2
17296|FETH?YE|2003|10|14.8
17296|FETH?YE|2003|11|8.6
17296|FETH?YE|2003|12|200.8
17296|FETH?YE|2003|13|810.3
17296|FETH?YE|2004|1|348.4
17296|FETH?YE|2004|2|125.2
17296|FETH?YE|2004|3|28.4
17296|FETH?YE|2004|4|48.6
17296|FETH?YE|2004|5|0.3
17296|FETH?YE|2004|6|0.5
17296|FETH?YE|2004|9|0.6
17296|FETH?YE|2004|10|12.4
17296|FETH?YE|2004|11|264.9
17296|FETH?YE|2004|12|59.4
17296|FETH?YE|2004|13|888.7
17296|FETH?YE|2005|1|73.7
17296|FETH?YE|2005|2|130.0
17296|FETH?YE|2005|3|58.9
17296|FETH?YE|2005|4|55.5
17296|FETH?YE|2005|5|5.3
17296|FETH?YE|2005|6|1.7
17296|FETH?YE|2005|9|1.6
17296|FETH?YE|2005|10|64.0
17296|FETH?YE|2005|11|157.5
17296|FETH?YE|2005|12|56.7
17296|FETH?YE|2005|13|604.9
17296|FETH?YE|2006|1|104.0
17296|FETH?YE|2006|2|107.1
17296|FETH?YE|2006|3|113.4
17296|FETH?YE|2006|4|20.2
17296|FETH?YE|2006|5|0.8
17296|FETH?YE|2006|6|4.4
17296|FETH?YE|2006|9|80.5
17296|FETH?YE|2006|10|230.4
17296|FETH?YE|2006|11|141.7
17296|FETH?YE|2006|12|27.3
17296|FETH?YE|2006|13|833.2
17296|FETH?YE|2007|1|126.1
17296|FETH?YE|2007|2|88.8
17296|FETH?YE|2007|3|19.6
17296|FETH?YE|2007|4|48.2
17296|FETH?YE|2007|5|14.7
17296|FETH?YE|2007|6|0.9
17296|FETH?YE|2007|7|1.4
17296|FETH?YE|2007|10|101.3
17296|FETH?YE|2007|11|229.2
17296|FETH?YE|2007|12|271.0
17296|FETH?YE|2007|13|920.4
17296|FETH?YE|2008|1|39.4
17296|FETH?YE|2008|2|96.4
17296|FETH?YE|2008|3|37.2
17296|FETH?YE|2008|4|66.4
17296|FETH?YE|2008|5|13.8
17296|FETH?YE|2008|7|0.7
17296|FETH?YE|2008|9|31.1
17296|FETH?YE|2008|10|36.4
17296|FETH?YE|2008|11|166.2
17296|FETH?YE|2008|12|64.2
17296|FETH?YE|2008|13|555.4
17296|FETH?YE|2009|1|377.4
17296|FETH?YE|2009|2|187.0
17296|FETH?YE|2009|3|137.0
17296|FETH?YE|2009|4|84.8
17296|FETH?YE|2009|5|95.6
17296|FETH?YE|2009|9|84.0
17296|FETH?YE|2009|10|45.8
17296|FETH?YE|2009|11|90.3
17296|FETH?YE|2009|12|342.0
17296|FETH?YE|2009|13|1443.9
17296|FETH?YE|2010|1|269.2
17296|FETH?YE|2010|2|161.6
17296|FETH?YE|2010|3|5.2
17296|FETH?YE|2010|4|16.3
17296|FETH?YE|2010|5|19.3
17296|FETH?YE|2010|6|6.5
17296|FETH?YE|2010|7|3.2
17296|FETH?YE|2010|9|14.6
17296|FETH?YE|2010|10|160.7
17296|FETH?YE|2010|11|37.3
17296|FETH?YE|2010|12|273.4
17296|FETH?YE|2010|13|967.3
17296|FETH?YE|2011|1|213.4
17296|FETH?YE|2011|2|156.8
17296|FETH?YE|2011|3|24.2
17296|FETH?YE|2011|4|70.8
17296|FETH?YE|2011|5|67.4
17296|FETH?YE|2011|6|1.6
17296|FETH?YE|2011|8|26.8
17296|FETH?YE|2011|9|74.8
17296|FETH?YE|2011|10|126.4
17296|FETH?YE|2011|11|10.8
17296|FETH?YE|2011|12|201.8
17296|FETH?YE|2011|13|974.8
17296|FETH?YE|2012|1|401.0
17296|FETH?YE|2012|2|179.6
17296|FETH?YE|2012|3|85.8
17296|FETH?YE|2012|4|74.0
17296|FETH?YE|2012|5|60.4
17296|FETH?YE|2012|6|0.2
17296|FETH?YE|2012|9|1.0
17296|FETH?YE|2012|10|117.4
17296|FETH?YE|2012|11|39.2
17296|FETH?YE|2012|12|368.3
17296|FETH?YE|2012|13|1326.9
17296|FETH?YE|2013|1|190.6
17296|FETH?YE|2013|2|138.5
17296|FETH?YE|2013|3|53.4
17296|FETH?YE|2013|4|71.6
17296|FETH?YE|2013|5|24.2
17296|FETH?YE|2013|7|1.6
17296|FETH?YE|2013|10|60.4
17296|FETH?YE|2013|11|120.0
17296|FETH?YE|2013|12|118.6
17296|FETH?YE|2013|13|778.9
17296|FETH?YE|2014|1|105.2
17296|FETH?YE|2014|2|14.8
17296|FETH?YE|2014|3|97.2
17296|FETH?YE|2014|4|41.3
17296|FETH?YE|2014|5|34.2
17296|FETH?YE|2014|6|48.4
17296|FETH?YE|2014|9|9.2
17296|FETH?YE|2014|10|50.0
17296|FETH?YE|2014|11|150.8
17296|FETH?YE|2014|12|278.1
17296|FETH?YE|2014|13|829.2
17296|FETH?YE|2015|1|338.9
17296|FETH?YE|2015|2|178.5
17296|FETH?YE|2015|3|180.6
17296|FETH?YE|2015|4|18.2
17296|FETH?YE|2015|5|36.7
17296|FETH?YE|2015|6|16.3
17296|FETH?YE|2015|7|1.0
17296|FETH?YE|2015|9|90.9
17296|FETH?YE|2015|10|116.6
17296|FETH?YE|2015|11|57.7
17296|FETH?YE|2015|12|0.4
17296|FETH?YE|2015|13|1035.8
17296|FETH?YE|2016|1|270.6
17296|FETH?YE|2016|2|69.8
17296|FETH?YE|2016|3|133.0
17296|FETH?YE|2016|4|12.2
17296|FETH?YE|2016|5|49.1
17296|FETH?YE|2016|6|0.8
17296|FETH?YE|2016|9|6.2
17296|FETH?YE|2016|11|92.8
17296|FETH?YE|2016|12|62.8
17296|FETH?YE|2016|13|697.3
17296|FETH?YE|2017|1|264.8
17296|FETH?YE|2017|2|26.0
17296|FETH?YE|2017|3|92.1
17296|FETH?YE|2017|4|20.8
17296|FETH?YE|2017|5|42.6
17296|FETH?YE|2017|8|7.6
17296|FETH?YE|2017|10|68.6
17296|FETH?YE|2017|11|128.2
17296|FETH?YE|2017|12|221.4
17296|FETH?YE|2017|13|872.1
17296|FETH?YE|2018|1|160.4
17296|FETH?YE|2018|2|112.5
17296|FETH?YE|2018|3|67.2
17296|FETH?YE|2018|4|6.2
17296|FETH?YE|2018|5|28.2
17296|FETH?YE|2018|6|17.0
17296|FETH?YE|2018|9|9.5
17296|FETH?YE|2018|10|90.9
17296|FETH?YE|2018|11|104.6
17296|FETH?YE|2018|12|135.4
17296|FETH?YE|2018|13|731.9
17296|FETH?YE|2019|1|342.8
17296|FETH?YE|2019|2|141.4
17296|FETH?YE|2019|3|91.9
17296|FETH?YE|2019|4|54.9
17296|FETH?YE|2019|5|4.2
17296|FETH?YE|2019|6|8.4
17296|FETH?YE|2019|7|1.2
17296|FETH?YE|2019|9|5.4
17296|FETH?YE|2019|10|52.5
17296|FETH?YE|2019|11|145.1
17296|FETH?YE|2019|12|198.7
17296|FETH?YE|2019|13|1046.5
17296|FETH?YE|2020|1|98.7
17296|FETH?YE|2020|2|77.3
17296|FETH?YE|2020|3|24.4
17296|FETH?YE|2020|4|16.3
17296|FETH?YE|2020|5|14.7
17296|FETH?YE|2020|6|11.8
17296|FETH?YE|2020|7|0.6
17296|FETH?YE|2020|9|0.2
17296|FETH?YE|2020|10|112.2
17296|FETH?YE|2020|11|50.1
17296|FETH?YE|2020|12|106.1
17296|FETH?YE|2020|13|512.4
17296|FETH?YE|2021|1|155.1
17296|FETH?YE|2021|2|19.1
17296|FETH?YE|2021|3|89.2
17296|FETH?YE|2021|4|13.8
17296|FETH?YE|2021|5|0.0
17296|FETH?YE|2021|6|0.0
17298|MARMAR?S|1960|1|266.9
17298|MARMAR?S|1960|2|105.4
17298|MARMAR?S|1960|3|91.0
17298|MARMAR?S|1960|4|77.3
17298|MARMAR?S|1960|5|18.0
17298|MARMAR?S|1960|6|5.0
17298|MARMAR?S|1960|9|0.1
17298|MARMAR?S|1960|10|3.0
17298|MARMAR?S|1960|11|197.7
17298|MARMAR?S|1960|12|516.1
17298|MARMAR?S|1960|13|1280.5
17298|MARMAR?S|1961|1|280.0
17298|MARMAR?S|1961|2|155.7
17298|MARMAR?S|1961|3|65.9
17298|MARMAR?S|1961|4|40.8
17298|MARMAR?S|1961|5|11.2
17298|MARMAR?S|1961|10|73.5
17298|MARMAR?S|1961|11|46.4
17298|MARMAR?S|1961|12|306.3
17298|MARMAR?S|1961|13|979.8
17298|MARMAR?S|1962|1|152.8
17298|MARMAR?S|1962|2|344.4
17298|MARMAR?S|1962|3|42.8
17298|MARMAR?S|1962|4|27.8
17298|MARMAR?S|1962|5|10.0
17298|MARMAR?S|1962|6|0.3
17298|MARMAR?S|1962|9|38.8
17298|MARMAR?S|1962|10|210.3
17298|MARMAR?S|1962|11|130.4
17298|MARMAR?S|1962|12|375.5
17298|MARMAR?S|1962|13|1333.1
17298|MARMAR?S|1963|1|289.8
17298|MARMAR?S|1963|2|216.7
17298|MARMAR?S|1963|3|150.9
17298|MARMAR?S|1963|4|22.3
17298|MARMAR?S|1963|5|64.3
17298|MARMAR?S|1963|6|23.8
17298|MARMAR?S|1963|7|3.8
17298|MARMAR?S|1963|9|3.6
17298|MARMAR?S|1963|10|293.5
17298|MARMAR?S|1963|11|81.4
17298|MARMAR?S|1963|12|190.5
17298|MARMAR?S|1963|13|1340.6
17298|MARMAR?S|1964|1|107.4
17298|MARMAR?S|1964|2|200.4
17298|MARMAR?S|1964|3|68.4
17298|MARMAR?S|1964|4|0.0
17298|MARMAR?S|1964|5|8.9
17298|MARMAR?S|1964|6|1.9
17298|MARMAR?S|1964|9|32.9
17298|MARMAR?S|1964|10|127.2
17298|MARMAR?S|1964|11|115.5
17298|MARMAR?S|1964|12|338.5
17298|MARMAR?S|1964|13|1001.1
17298|MARMAR?S|1965|1|192.0
17298|MARMAR?S|1965|2|262.8
17298|MARMAR?S|1965|3|313.6
17298|MARMAR?S|1965|4|111.1
17298|MARMAR?S|1965|5|108.5
17298|MARMAR?S|1965|6|0.0
17298|MARMAR?S|1965|10|24.7
17298|MARMAR?S|1965|11|141.7
17298|MARMAR?S|1965|12|259.2
17298|MARMAR?S|1965|13|1413.6
17298|MARMAR?S|1966|1|506.0
17298|MARMAR?S|1966|2|103.3
17298|MARMAR?S|1966|3|96.7
17298|MARMAR?S|1966|4|46.2
17298|MARMAR?S|1966|5|28.6
17298|MARMAR?S|1966|6|1.6
17298|MARMAR?S|1966|8|0.0
17298|MARMAR?S|1966|9|13.0
17298|MARMAR?S|1966|10|91.0
17298|MARMAR?S|1966|11|224.7
17298|MARMAR?S|1966|12|503.1
17298|MARMAR?S|1966|13|1614.2
17298|MARMAR?S|1967|1|185.0
17298|MARMAR?S|1967|2|107.8
17298|MARMAR?S|1967|3|55.7
17298|MARMAR?S|1967|4|140.4
17298|MARMAR?S|1967|5|38.5
17298|MARMAR?S|1967|6|2.1
17298|MARMAR?S|1967|9|5.0
17298|MARMAR?S|1967|10|150.5
17298|MARMAR?S|1967|11|289.2
17298|MARMAR?S|1967|12|301.5
17298|MARMAR?S|1967|13|1275.7
17298|MARMAR?S|1968|1|339.3
17298|MARMAR?S|1968|2|126.7
17298|MARMAR?S|1968|3|108.2
17298|MARMAR?S|1968|4|7.8
17298|MARMAR?S|1968|5|0.1
17298|MARMAR?S|1968|6|0.1
17298|MARMAR?S|1968|8|33.4
17298|MARMAR?S|1968|9|122.5
17298|MARMAR?S|1968|10|214.8
17298|MARMAR?S|1968|11|195.0
17298|MARMAR?S|1968|12|290.3
17298|MARMAR?S|1968|13|1438.2
17298|MARMAR?S|1969|1|385.4
17298|MARMAR?S|1969|2|187.0
17298|MARMAR?S|1969|3|322.8
17298|MARMAR?S|1969|4|99.9
17298|MARMAR?S|1969|5|20.3
17298|MARMAR?S|1969|10|15.9
17298|MARMAR?S|1969|11|41.0
17298|MARMAR?S|1969|12|626.8
17298|MARMAR?S|1969|13|1699.1
17298|MARMAR?S|1970|1|164.6
17298|MARMAR?S|1970|2|341.5
17298|MARMAR?S|1970|3|168.2
17298|MARMAR?S|1970|4|30.8
17298|MARMAR?S|1970|5|29.3
17298|MARMAR?S|1970|6|4.4
17298|MARMAR?S|1970|9|4.9
17298|MARMAR?S|1970|10|115.1
17298|MARMAR?S|1970|11|84.3
17298|MARMAR?S|1970|12|234.6
17298|MARMAR?S|1970|13|1177.7
17298|MARMAR?S|1971|1|351.0
17298|MARMAR?S|1971|2|434.4
17298|MARMAR?S|1971|3|174.0
17298|MARMAR?S|1971|4|29.3
17298|MARMAR?S|1971|5|21.1
17298|MARMAR?S|1971|6|1.5
17298|MARMAR?S|1971|7|21.8
17298|MARMAR?S|1971|8|2.1
17298|MARMAR?S|1971|10|33.1
17298|MARMAR?S|1971|11|279.5
17298|MARMAR?S|1971|12|75.5
17298|MARMAR?S|1971|13|1423.3
17298|MARMAR?S|1972|1|162.0
17298|MARMAR?S|1972|2|103.0
17298|MARMAR?S|1972|3|109.3
17298|MARMAR?S|1972|4|26.7
17298|MARMAR?S|1972|5|40.8
17298|MARMAR?S|1972|6|45.6
17298|MARMAR?S|1972|8|1.3
17298|MARMAR?S|1972|9|10.0
17298|MARMAR?S|1972|10|328.1
17298|MARMAR?S|1972|11|29.8
17298|MARMAR?S|1972|12|54.7
17298|MARMAR?S|1972|13|911.3
17298|MARMAR?S|1973|1|279.0
17298|MARMAR?S|1973|2|350.9
17298|MARMAR?S|1973|3|21.2
17298|MARMAR?S|1973|4|65.7
17298|MARMAR?S|1973|5|19.3
17298|MARMAR?S|1973|6|8.2
17298|MARMAR?S|1973|10|66.9
17298|MARMAR?S|1973|11|46.2
17298|MARMAR?S|1973|12|204.0
17298|MARMAR?S|1973|13|1061.4
17298|MARMAR?S|1974|1|60.8
17298|MARMAR?S|1974|2|215.7
17298|MARMAR?S|1974|3|84.7
17298|MARMAR?S|1974|4|51.1
17298|MARMAR?S|1974|5|10.8
17298|MARMAR?S|1974|6|15.2
17298|MARMAR?S|1974|8|1.7
17298|MARMAR?S|1974|9|24.5
17298|MARMAR?S|1974|10|95.4
17298|MARMAR?S|1974|11|283.6
17298|MARMAR?S|1974|12|289.1
17298|MARMAR?S|1974|13|1132.6
17298|MARMAR?S|1975|1|210.9
17298|MARMAR?S|1975|2|166.3
17298|MARMAR?S|1975|3|78.4
17298|MARMAR?S|1975|4|26.1
17298|MARMAR?S|1975|5|91.3
17298|MARMAR?S|1975|6|98.5
17298|MARMAR?S|1975|9|0.5
17298|MARMAR?S|1975|10|48.2
17298|MARMAR?S|1975|11|197.3
17298|MARMAR?S|1975|12|297.1
17298|MARMAR?S|1975|13|1214.6
17298|MARMAR?S|1976|1|262.5
17298|MARMAR?S|1976|2|125.1
17298|MARMAR?S|1976|3|54.7
17298|MARMAR?S|1976|4|142.7
17298|MARMAR?S|1976|5|61.5
17298|MARMAR?S|1976|6|15.6
17298|MARMAR?S|1976|7|1.0
17298|MARMAR?S|1976|10|165.6
17298|MARMAR?S|1976|11|154.9
17298|MARMAR?S|1976|12|143.2
17298|MARMAR?S|1976|13|1126.8
17298|MARMAR?S|1977|1|371.0
17298|MARMAR?S|1977|2|58.6
17298|MARMAR?S|1977|3|64.7
17298|MARMAR?S|1977|4|25.1
17298|MARMAR?S|1977|5|6.3
17298|MARMAR?S|1977|6|5.7
17298|MARMAR?S|1977|9|10.8
17298|MARMAR?S|1977|10|5.4
17298|MARMAR?S|1977|11|204.6
17298|MARMAR?S|1977|12|361.6
17298|MARMAR?S|1977|13|1113.8
17298|MARMAR?S|1978|1|363.1
17298|MARMAR?S|1978|2|317.3
17298|MARMAR?S|1978|3|105.7
17298|MARMAR?S|1978|4|50.5
17298|MARMAR?S|1978|5|8.5
17298|MARMAR?S|1978|6|7.8
17298|MARMAR?S|1978|9|57.6
17298|MARMAR?S|1978|10|112.6
17298|MARMAR?S|1978|11|49.5
17298|MARMAR?S|1978|12|268.4
17298|MARMAR?S|1978|13|1341.0
17298|MARMAR?S|1979|1|559.9
17298|MARMAR?S|1979|2|180.2
17298|MARMAR?S|1979|3|147.9
17298|MARMAR?S|1979|4|7.3
17298|MARMAR?S|1979|5|44.6
17298|MARMAR?S|1979|6|9.5
17298|MARMAR?S|1979|10|111.7
17298|MARMAR?S|1979|11|210.1
17298|MARMAR?S|1979|12|333.9
17298|MARMAR?S|1979|13|1605.1
17298|MARMAR?S|1980|1|216.1
17298|MARMAR?S|1980|2|91.1
17298|MARMAR?S|1980|3|132.4
17298|MARMAR?S|1980|4|32.6
17298|MARMAR?S|1980|5|40.2
17298|MARMAR?S|1980|6|3.9
17298|MARMAR?S|1980|9|2.9
17298|MARMAR?S|1980|10|16.4
17298|MARMAR?S|1980|11|146.1
17298|MARMAR?S|1980|12|202.0
17298|MARMAR?S|1980|13|883.7
17298|MARMAR?S|1981|1|418.4
17298|MARMAR?S|1981|2|128.9
17298|MARMAR?S|1981|3|75.8
17298|MARMAR?S|1981|4|6.1
17298|MARMAR?S|1981|5|34.8
17298|MARMAR?S|1981|6|0.0
17298|MARMAR?S|1981|9|0.3
17298|MARMAR?S|1981|10|45.0
17298|MARMAR?S|1981|11|258.9
17298|MARMAR?S|1981|12|425.9
17298|MARMAR?S|1981|13|1394.1
17298|MARMAR?S|1982|1|164.6
17298|MARMAR?S|1982|2|68.5
17298|MARMAR?S|1982|3|205.5
17298|MARMAR?S|1982|4|51.2
17298|MARMAR?S|1982|5|16.7
17298|MARMAR?S|1982|6|58.2
17298|MARMAR?S|1982|9|0.1
17298|MARMAR?S|1982|10|143.3
17298|MARMAR?S|1982|11|107.1
17298|MARMAR?S|1982|12|276.3
17298|MARMAR?S|1982|13|1091.5
17298|MARMAR?S|1983|1|60.2
17298|MARMAR?S|1983|2|201.3
17298|MARMAR?S|1983|3|111.1
17298|MARMAR?S|1983|4|46.4
17298|MARMAR?S|1983|5|51.9
17298|MARMAR?S|1983|6|22.0
17298|MARMAR?S|1983|7|0.0
17298|MARMAR?S|1983|9|0.2
17298|MARMAR?S|1983|10|47.1
17298|MARMAR?S|1983|11|255.9
17298|MARMAR?S|1983|12|385.1
17298|MARMAR?S|1983|13|1181.2
17298|MARMAR?S|1984|1|443.8
17298|MARMAR?S|1984|2|152.2
17298|MARMAR?S|1984|3|183.0
17298|MARMAR?S|1984|4|93.1
17298|MARMAR?S|1984|5|0.0
17298|MARMAR?S|1984|11|236.8
17298|MARMAR?S|1984|12|127.1
17298|MARMAR?S|1984|13|1236.0
17298|MARMAR?S|1985|1|279.4
17298|MARMAR?S|1985|2|164.7
17298|MARMAR?S|1985|3|103.4
17298|MARMAR?S|1985|4|22.0
17298|MARMAR?S|1985|5|35.7
17298|MARMAR?S|1985|6|0.0
17298|MARMAR?S|1985|10|46.8
17298|MARMAR?S|1985|11|215.4
17298|MARMAR?S|1985|12|122.8
17298|MARMAR?S|1985|13|990.2
17298|MARMAR?S|1986|1|379.2
17298|MARMAR?S|1986|2|388.0
17298|MARMAR?S|1986|3|12.5
17298|MARMAR?S|1986|4|3.8
17298|MARMAR?S|1986|5|21.4
17298|MARMAR?S|1986|6|74.4
17298|MARMAR?S|1986|9|45.3
17298|MARMAR?S|1986|10|48.9
17298|MARMAR?S|1986|11|44.9
17298|MARMAR?S|1986|12|167.2
17298|MARMAR?S|1986|13|1185.6
17298|MARMAR?S|1987|1|100.3
17298|MARMAR?S|1987|2|104.6
17298|MARMAR?S|1987|3|170.4
17298|MARMAR?S|1987|4|63.6
17298|MARMAR?S|1987|5|27.2
17298|MARMAR?S|1987|6|7.9
17298|MARMAR?S|1987|10|6.3
17298|MARMAR?S|1987|11|83.6
17298|MARMAR?S|1987|12|189.1
17298|MARMAR?S|1987|13|753.0
17298|MARMAR?S|1988|1|166.4
17298|MARMAR?S|1988|2|193.7
17298|MARMAR?S|1988|3|240.9
17298|MARMAR?S|1988|4|60.7
17298|MARMAR?S|1988|5|0.4
17298|MARMAR?S|1988|9|0.2
17298|MARMAR?S|1988|10|13.5
17298|MARMAR?S|1988|11|285.7
17298|MARMAR?S|1988|12|325.4
17298|MARMAR?S|1988|13|1286.9
17298|MARMAR?S|1989|1|29.1
17298|MARMAR?S|1989|2|60.1
17298|MARMAR?S|1989|3|154.7
17298|MARMAR?S|1989|4|1.7
17298|MARMAR?S|1989|5|14.7
17298|MARMAR?S|1989|6|1.2
17298|MARMAR?S|1989|8|3.7
17298|MARMAR?S|1989|9|12.9
17298|MARMAR?S|1989|10|256.2
17298|MARMAR?S|1989|11|378.8
17298|MARMAR?S|1989|12|208.9
17298|MARMAR?S|1989|13|1122.0
17298|MARMAR?S|1990|1|15.8
17298|MARMAR?S|1990|2|130.6
17298|MARMAR?S|1990|3|14.7
17298|MARMAR?S|1990|4|55.8
17298|MARMAR?S|1990|5|0.1
17298|MARMAR?S|1990|8|36.6
17298|MARMAR?S|1990|9|0.8
17298|MARMAR?S|1990|10|55.5
17298|MARMAR?S|1990|11|136.7
17298|MARMAR?S|1990|12|400.5
17298|MARMAR?S|1990|13|847.1
17298|MARMAR?S|1991|1|149.2
17298|MARMAR?S|1991|2|140.7
17298|MARMAR?S|1991|3|77.0
17298|MARMAR?S|1991|4|47.4
17298|MARMAR?S|1991|5|51.2
17298|MARMAR?S|1991|6|16.1
17298|MARMAR?S|1991|7|0.5
17298|MARMAR?S|1991|10|160.2
17298|MARMAR?S|1991|11|116.6
17298|MARMAR?S|1991|12|353.0
17298|MARMAR?S|1991|13|1111.9
17298|MARMAR?S|1992|1|10.3
17298|MARMAR?S|1992|2|31.6
17298|MARMAR?S|1992|3|252.4
17298|MARMAR?S|1992|4|58.0
17298|MARMAR?S|1992|5|15.9
17298|MARMAR?S|1992|6|0.0
17298|MARMAR?S|1992|8|0.5
17298|MARMAR?S|1992|10|32.9
17298|MARMAR?S|1992|11|85.8
17298|MARMAR?S|1992|12|558.8
17298|MARMAR?S|1992|13|1046.2
17298|MARMAR?S|1993|1|190.1
17298|MARMAR?S|1993|2|232.6
17298|MARMAR?S|1993|3|160.0
17298|MARMAR?S|1993|4|32.0
17298|MARMAR?S|1993|5|21.6
17298|MARMAR?S|1993|6|2.3
17298|MARMAR?S|1993|10|31.1
17298|MARMAR?S|1993|11|265.2
17298|MARMAR?S|1993|12|232.8
17298|MARMAR?S|1993|13|1167.7
17298|MARMAR?S|1994|1|265.0
17298|MARMAR?S|1994|2|159.6
17298|MARMAR?S|1994|3|98.0
17298|MARMAR?S|1994|4|59.0
17298|MARMAR?S|1994|5|116.1
17298|MARMAR?S|1994|6|0.2
17298|MARMAR?S|1994|8|0.4
17298|MARMAR?S|1994|10|267.4
17298|MARMAR?S|1994|11|250.5
17298|MARMAR?S|1994|12|332.3
17298|MARMAR?S|1994|13|1548.5
17298|MARMAR?S|1995|1|215.8
17298|MARMAR?S|1995|2|117.6
17298|MARMAR?S|1995|3|179.4
17298|MARMAR?S|1995|4|51.2
17298|MARMAR?S|1995|5|4.4
17298|MARMAR?S|1995|7|44.4
17298|MARMAR?S|1995|9|3.4
17298|MARMAR?S|1995|10|23.1
17298|MARMAR?S|1995|11|112.3
17298|MARMAR?S|1995|12|427.7
17298|MARMAR?S|1995|13|1179.3
17298|MARMAR?S|1996|1|353.2
17298|MARMAR?S|1996|2|455.2
17298|MARMAR?S|1996|3|136.9
17298|MARMAR?S|1996|4|53.0
17298|MARMAR?S|1996|5|11.1
17298|MARMAR?S|1996|9|39.6
17298|MARMAR?S|1996|10|75.0
17298|MARMAR?S|1996|11|85.3
17298|MARMAR?S|1996|12|344.7
17298|MARMAR?S|1996|13|1554.0
17298|MARMAR?S|1997|1|98.0
17298|MARMAR?S|1997|2|91.4
17298|MARMAR?S|1997|3|165.0
17298|MARMAR?S|1997|4|158.4
17298|MARMAR?S|1997|5|34.8
17298|MARMAR?S|1997|6|4.2
17298|MARMAR?S|1997|8|0.0
17298|MARMAR?S|1997|10|200.7
17298|MARMAR?S|1997|11|130.8
17298|MARMAR?S|1997|12|306.8
17298|MARMAR?S|1997|13|1190.1
17298|MARMAR?S|1998|1|206.4
17298|MARMAR?S|1998|2|236.8
17298|MARMAR?S|1998|3|282.1
17298|MARMAR?S|1998|4|62.6
17298|MARMAR?S|1998|5|55.9
17298|MARMAR?S|1998|6|0.1
17298|MARMAR?S|1998|9|2.3
17298|MARMAR?S|1998|10|17.0
17298|MARMAR?S|1998|11|307.0
17298|MARMAR?S|1998|12|395.8
17298|MARMAR?S|1998|13|1566.0
17298|MARMAR?S|1999|1|265.5
17298|MARMAR?S|1999|2|269.3
17298|MARMAR?S|1999|3|179.6
17298|MARMAR?S|1999|4|119.3
17298|MARMAR?S|1999|5|2.2
17298|MARMAR?S|1999|9|4.2
17298|MARMAR?S|1999|10|15.0
17298|MARMAR?S|1999|11|33.2
17298|MARMAR?S|1999|12|240.2
17298|MARMAR?S|1999|13|1128.5
17298|MARMAR?S|2000|1|157.0
17298|MARMAR?S|2000|2|97.2
17298|MARMAR?S|2000|3|129.9
17298|MARMAR?S|2000|4|151.5
17298|MARMAR?S|2000|5|11.3
17298|MARMAR?S|2000|6|1.7
17298|MARMAR?S|2000|8|0.7
17298|MARMAR?S|2000|9|7.0
17298|MARMAR?S|2000|10|31.9
17298|MARMAR?S|2000|11|163.3
17298|MARMAR?S|2000|12|327.6
17298|MARMAR?S|2000|13|1079.1
17298|MARMAR?S|2001|1|235.7
17298|MARMAR?S|2001|2|173.9
17298|MARMAR?S|2001|3|2.7
17298|MARMAR?S|2001|4|101.1
17298|MARMAR?S|2001|5|21.6
17298|MARMAR?S|2001|8|13.0
17298|MARMAR?S|2001|9|29.6
17298|MARMAR?S|2001|10|1.3
17298|MARMAR?S|2001|11|558.7
17298|MARMAR?S|2001|12|457.6
17298|MARMAR?S|2001|13|1595.2
17298|MARMAR?S|2002|1|168.0
17298|MARMAR?S|2002|2|85.9
17298|MARMAR?S|2002|3|76.4
17298|MARMAR?S|2002|4|76.1
17298|MARMAR?S|2002|5|21.3
17298|MARMAR?S|2002|6|2.0
17298|MARMAR?S|2002|7|109.6
17298|MARMAR?S|2002|9|32.1
17298|MARMAR?S|2002|10|99.5
17298|MARMAR?S|2002|11|125.8
17298|MARMAR?S|2002|12|437.5
