Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_TOPLAM_YAGIS_mm
17296|FETH?YE|2012|9|0.8
17296|FETH?YE|2012|10|118.0
17296|FETH?YE|2012|11|40.6
17296|FETH?YE|2012|12|368.4
17296|FETH?YE|2012|13|1335.2
17296|FETH?YE|2013|1|190.4
17296|FETH?YE|2013|2|139.2
17296|FETH?YE|2013|3|54.4
17296|FETH?YE|2013|4|72.0
17296|FETH?YE|2013|5|24.2
17296|FETH?YE|2013|6|0.0
17296|FETH?YE|2013|7|1.6
17296|FETH?YE|2013|8|0.0
17296|FETH?YE|2013|9|0.0
17296|FETH?YE|2013|10|60.4
17296|FETH?YE|2013|11|120.6
17296|FETH?YE|2013|12|119.8
17296|FETH?YE|2013|13|782.6
17296|FETH?YE|2014|1|105.6
17296|FETH?YE|2014|2|15.4
17296|FETH?YE|2014|3|96.8
17296|FETH?YE|2014|4|42.4
17296|FETH?YE|2014|5|34.6
17296|FETH?YE|2014|6|48.8
17296|FETH?YE|2014|7|0.0
17296|FETH?YE|2014|8|0.0
17296|FETH?YE|2014|9|9.2
17296|FETH?YE|2014|10|51.0
17296|FETH?YE|2014|11|152.4
17296|FETH?YE|2014|12|291.3
17296|FETH?YE|2014|13|847.5
17296|FETH?YE|2015|1|374.3
17296|FETH?YE|2015|2|187.2
17296|FETH?YE|2015|3|181.1
17296|FETH?YE|2015|4|14.2
17296|FETH?YE|2015|5|34.9
17296|FETH?YE|2015|6|16.3
17296|FETH?YE|2015|7|1.0
17296|FETH?YE|2015|8|0.0
17296|FETH?YE|2015|9|91.5
17296|FETH?YE|2015|10|118.9
17296|FETH?YE|2015|11|59.8
17296|FETH?YE|2015|12|0.0
17296|FETH?YE|2015|13|1079.2
17296|FETH?YE|2016|1|272.6
17296|FETH?YE|2016|2|70.4
17296|FETH?YE|2016|3|133.0
17296|FETH?YE|2016|4|12.8
17296|FETH?YE|2016|5|49.6
17296|FETH?YE|2016|6|2.4
17296|FETH?YE|2016|7|1.2
17296|FETH?YE|2016|8|1.4
17296|FETH?YE|2016|9|7.5
17296|FETH?YE|2016|10|0.4
17296|FETH?YE|2016|11|93.6
17296|FETH?YE|2016|12|63.2
17296|FETH?YE|2016|13|708.1
17296|FETH?YE|2017|1|263.3
17296|FETH?YE|2017|2|27.4
17296|FETH?YE|2017|3|91.4
17296|FETH?YE|2017|4|20.8
17296|FETH?YE|2017|5|42.8
17296|FETH?YE|2017|6|0.0
17296|FETH?YE|2017|7|0.0
17296|FETH?YE|2017|8|7.6
17296|FETH?YE|2017|9|0.0
17296|FETH?YE|2017|10|63.4
17296|FETH?YE|2017|11|128.8
17296|FETH?YE|2017|12|222.0
17296|FETH?YE|2017|13|867.5
17296|FETH?YE|2018|1|160.8
17296|FETH?YE|2018|2|104.6
17296|FETH?YE|2018|3|67.4
17296|FETH?YE|2018|4|6.6
17296|FETH?YE|2018|5|28.2
17296|FETH?YE|2018|6|17.0
17296|FETH?YE|2018|7|0.0
17296|FETH?YE|2018|8|0.0
17296|FETH?YE|2018|9|9.6
17296|FETH?YE|2018|10|91.1
17296|FETH?YE|2018|11|104.2
17296|FETH?YE|2018|12|135.4
17296|FETH?YE|2018|13|724.9
17296|FETH?YE|2019|1|343.1
17296|FETH?YE|2019|2|141.3
17296|FETH?YE|2019|3|91.8
17296|FETH?YE|2019|4|54.8
17296|FETH?YE|2019|5|4.2
17296|FETH?YE|2019|6|8.4
17296|FETH?YE|2019|7|1.3
17296|FETH?YE|2019|8|0.0
17296|FETH?YE|2019|9|5.4
17296|FETH?YE|2019|10|52.5
17296|FETH?YE|2019|11|145.6
17296|FETH?YE|2019|12|199.9
17296|FETH?YE|2019|13|1048.3
17296|FETH?YE|2020|1|98.5
17296|FETH?YE|2020|2|77.8
17296|FETH?YE|2020|3|24.1
17296|FETH?YE|2020|4|16.6
17296|FETH?YE|2020|5|14.9
17296|FETH?YE|2020|6|11.8
17296|FETH?YE|2020|7|0.6
17296|FETH?YE|2020|8|0.0
17296|FETH?YE|2020|9|0.2
17296|FETH?YE|2020|10|112.2
17296|FETH?YE|2020|11|50.1
17296|FETH?YE|2020|12|107.4
17296|FETH?YE|2020|13|514.2
17296|FETH?YE|2021|1|155.3
17296|FETH?YE|2021|2|19.4
17296|FETH?YE|2021|3|88.3
17296|FETH?YE|2021|4|11.8
17296|FETH?YE|2021|5|0.0
17296|FETH?YE|2021|6|0.0
17298|MARMAR?S|2005|1|314.0
17298|MARMAR?S|2005|2|280.2
17298|MARMAR?S|2005|3|116.6
17298|MARMAR?S|2005|4|40.8
17298|MARMAR?S|2005|5|6.0
17298|MARMAR?S|2005|6|0.8
17298|MARMAR?S|2005|7|0.0
17298|MARMAR?S|2005|8|7.2
17298|MARMAR?S|2005|9|5.2
17298|MARMAR?S|2005|10|89.6
17298|MARMAR?S|2005|11|266.0
17298|MARMAR?S|2005|12|194.4
17298|MARMAR?S|2005|13|1320.8
17298|MARMAR?S|2006|1|149.8
17298|MARMAR?S|2006|2|187.4
17298|MARMAR?S|2006|3|207.2
17298|MARMAR?S|2006|4|30.4
17298|MARMAR?S|2006|5|2.2
17298|MARMAR?S|2006|6|6.2
17298|MARMAR?S|2006|7|0.2
17298|MARMAR?S|2006|8|0.0
17298|MARMAR?S|2006|9|44.4
17298|MARMAR?S|2006|10|66.4
17298|MARMAR?S|2006|11|134.6
17298|MARMAR?S|2006|12|47.2
17298|MARMAR?S|2006|13|876.0
17298|MARMAR?S|2007|1|71.8
17298|MARMAR?S|2007|2|106.6
17298|MARMAR?S|2007|3|33.0
17298|MARMAR?S|2007|4|90.4
17298|MARMAR?S|2007|5|20.0
17298|MARMAR?S|2007|6|0.0
17298|MARMAR?S|2007|7|0.0
17298|MARMAR?S|2007|8|0.0
17298|MARMAR?S|2007|9|1.2
17298|MARMAR?S|2007|10|209.4
17298|MARMAR?S|2007|11|234.8
17298|MARMAR?S|2007|12|248.6
17298|MARMAR?S|2007|13|1015.8
17298|MARMAR?S|2008|1|103.2
17298|MARMAR?S|2008|2|99.6
17298|MARMAR?S|2008|3|90.4
17298|MARMAR?S|2008|4|121.2
17298|MARMAR?S|2008|5|13.4
17298|MARMAR?S|2008|6|0.0
17298|MARMAR?S|2008|7|1.6
17298|MARMAR?S|2008|8|0.0
17298|MARMAR?S|2008|9|88.0
17298|MARMAR?S|2008|10|34.4
17298|MARMAR?S|2008|11|105.4
17298|MARMAR?S|2008|12|122.2
17298|MARMAR?S|2008|13|779.4
17298|MARMAR?S|2009|1|179.6
17298|MARMAR?S|2009|2|237.8
17298|MARMAR?S|2009|3|95.2
17298|MARMAR?S|2009|4|113.2
17298|MARMAR?S|2009|5|37.2
17298|MARMAR?S|2009|6|0.0
17298|MARMAR?S|2009|7|3.0
17298|MARMAR?S|2009|8|0.0
17298|MARMAR?S|2009|9|157.8
17298|MARMAR?S|2009|10|48.4
17298|MARMAR?S|2009|11|134.2
17298|MARMAR?S|2009|12|296.2
17298|MARMAR?S|2009|13|1302.6
17298|MARMAR?S|2010|1|161.0
17298|MARMAR?S|2010|2|60.2
17298|MARMAR?S|2010|3|15.6
17298|MARMAR?S|2010|4|20.8
17298|MARMAR?S|2010|5|11.8
17298|MARMAR?S|2010|6|27.8
17298|MARMAR?S|2010|7|3.6
17298|MARMAR?S|2010|8|0.0
17298|MARMAR?S|2010|9|0.4
17298|MARMAR?S|2010|10|122.2
17298|MARMAR?S|2010|11|31.6
17298|MARMAR?S|2010|12|155.0
17298|MARMAR?S|2010|13|610.0
17298|MARMAR?S|2011|1|532.4
17298|MARMAR?S|2011|2|243.6
17298|MARMAR?S|2011|3|26.4
17298|MARMAR?S|2011|4|67.0
17298|MARMAR?S|2011|5|43.2
17298|MARMAR?S|2011|6|21.0
17298|MARMAR?S|2011|7|0.0
17298|MARMAR?S|2011|8|0.0
17298|MARMAR?S|2011|9|84.4
17298|MARMAR?S|2011|10|54.4
17298|MARMAR?S|2011|11|13.0
17298|MARMAR?S|2011|12|180.2
17298|MARMAR?S|2011|13|1265.6
17298|MARMAR?S|2012|1|348.2
17298|MARMAR?S|2012|2|278.4
17298|MARMAR?S|2012|3|77.6
17298|MARMAR?S|2012|4|74.6
17298|MARMAR?S|2012|5|58.0
17298|MARMAR?S|2012|6|0.0
17298|MARMAR?S|2012|7|0.0
17298|MARMAR?S|2012|8|8.2
17298|MARMAR?S|2012|9|0.2
17298|MARMAR?S|2012|10|34.8
17298|MARMAR?S|2012|11|42.8
17298|MARMAR?S|2012|12|636.8
17298|MARMAR?S|2012|13|1559.6
17298|MARMAR?S|2013|1|387.0
17298|MARMAR?S|2013|2|217.2
17298|MARMAR?S|2013|3|69.6
17298|MARMAR?S|2013|4|109.6
17298|MARMAR?S|2013|5|7.6
17298|MARMAR?S|2013|6|0.0
17298|MARMAR?S|2013|7|0.0
17298|MARMAR?S|2013|8|0.0
17298|MARMAR?S|2013|9|6.0
17298|MARMAR?S|2013|10|100.6
17298|MARMAR?S|2013|11|389.0
17298|MARMAR?S|2013|12|92.6
17298|MARMAR?S|2013|13|1379.2
17298|MARMAR?S|2014|1|271.2
17298|MARMAR?S|2014|2|47.4
17298|MARMAR?S|2014|3|165.2
17298|MARMAR?S|2014|4|52.0
17298|MARMAR?S|2014|5|63.4
17298|MARMAR?S|2014|6|43.0
17298|MARMAR?S|2014|7|0.6
17298|MARMAR?S|2014|8|0.0
17298|MARMAR?S|2014|9|16.0
17298|MARMAR?S|2014|10|116.6
17298|MARMAR?S|2014|11|337.2
17298|MARMAR?S|2014|12|449.5
17298|MARMAR?S|2014|13|1562.1
17298|MARMAR?S|2015|1|336.0
17298|MARMAR?S|2015|2|271.1
17298|MARMAR?S|2015|3|121.6
17298|MARMAR?S|2015|4|31.0
17298|MARMAR?S|2015|5|19.6
17298|MARMAR?S|2015|6|0.0
17298|MARMAR?S|2015|7|0.0
17298|MARMAR?S|2015|8|0.0
17298|MARMAR?S|2015|9|35.7
17298|MARMAR?S|2015|10|272.5
17298|MARMAR?S|2015|11|191.9
17298|MARMAR?S|2015|12|0.4
17298|MARMAR?S|2015|13|1279.8
17298|MARMAR?S|2016|1|351.9
17298|MARMAR?S|2016|2|55.0
17298|MARMAR?S|2016|3|191.9
17298|MARMAR?S|2016|4|20.5
17298|MARMAR?S|2016|5|97.7
17298|MARMAR?S|2016|6|0.8
17298|MARMAR?S|2016|7|0.0
17298|MARMAR?S|2016|8|0.0
17298|MARMAR?S|2016|9|11.0
17298|MARMAR?S|2016|10|0.8
17298|MARMAR?S|2016|11|95.4
17298|MARMAR?S|2016|12|66.0
17298|MARMAR?S|2016|13|891.0
17298|MARMAR?S|2017|1|294.7
17298|MARMAR?S|2017|2|16.4
17298|MARMAR?S|2017|3|353.1
17298|MARMAR?S|2017|4|40.8
17298|MARMAR?S|2017|5|4.0
17298|MARMAR?S|2017|6|0.0
17298|MARMAR?S|2017|7|0.0
17298|MARMAR?S|2017|8|0.0
17298|MARMAR?S|2017|9|0.0
17298|MARMAR?S|2017|10|122.7
17298|MARMAR?S|2017|11|153.9
17298|MARMAR?S|2017|12|111.7
17298|MARMAR?S|2017|13|1097.3
17298|MARMAR?S|2018|1|195.7
17298|MARMAR?S|2018|2|169.9
17298|MARMAR?S|2018|3|46.9
17298|MARMAR?S|2018|4|0.1
17298|MARMAR?S|2018|5|39.2
17298|MARMAR?S|2018|6|29.8
17298|MARMAR?S|2018|7|0.0
17298|MARMAR?S|2018|8|0.0
17298|MARMAR?S|2018|9|12.1
17298|MARMAR?S|2018|10|113.5
17298|MARMAR?S|2018|11|326.0
17298|MARMAR?S|2018|12|253.8
17298|MARMAR?S|2018|13|1187.0
17298|MARMAR?S|2019|1|526.2
17298|MARMAR?S|2019|2|175.2
17298|MARMAR?S|2019|3|84.5
17298|MARMAR?S|2019|4|234.9
17298|MARMAR?S|2019|5|10.1
17298|MARMAR?S|2019|6|4.7
17298|MARMAR?S|2019|7|5.9
17298|MARMAR?S|2019|8|0.0
17298|MARMAR?S|2019|9|15.0
17298|MARMAR?S|2019|10|70.8
17298|MARMAR?S|2019|11|352.3
17298|MARMAR?S|2019|12|284.4
17298|MARMAR?S|2019|13|1764.0
17298|MARMAR?S|2020|1|109.5
17298|MARMAR?S|2020|2|269.7
17298|MARMAR?S|2020|3|84.6
17298|MARMAR?S|2020|4|43.1
17298|MARMAR?S|2020|5|9.9
17298|MARMAR?S|2020|6|14.0
17298|MARMAR?S|2020|7|0.2
17298|MARMAR?S|2020|8|0.0
17298|MARMAR?S|2020|9|0.2
17298|MARMAR?S|2020|10|35.5
17298|MARMAR?S|2020|11|28.9
17298|MARMAR?S|2020|12|361.3
17298|MARMAR?S|2020|13|956.9
17298|MARMAR?S|2021|1|223.2
17298|MARMAR?S|2021|2|90.6
17298|MARMAR?S|2021|3|104.2
17298|MARMAR?S|2021|4|9.9
17298|MARMAR?S|2021|5|0.0
17298|MARMAR?S|2021|6|1.6
17824|G?NEY|2005|1|16.4
17824|G?NEY|2005|2|64.6
17824|G?NEY|2005|3|63.2
17824|G?NEY|2005|4|22.6
17824|G?NEY|2005|5|81.0
17824|G?NEY|2005|6|22.6
17824|G?NEY|2005|7|60.2
17824|G?NEY|2005|8|0.8
17824|G?NEY|2005|9|6.6
17824|G?NEY|2005|10|24.4
17824|G?NEY|2005|11|81.4
17824|G?NEY|2005|12|75.2
17824|G?NEY|2005|13|519.0
17824|G?NEY|2006|1|44.2
17824|G?NEY|2006|2|55.6
17824|G?NEY|2006|3|65.2
17824|G?NEY|2006|4|37.2
17824|G?NEY|2006|5|18.4
17824|G?NEY|2006|6|49.0
17824|G?NEY|2006|7|19.8
17824|G?NEY|2006|8|0.0
17824|G?NEY|2006|9|23.0
17824|G?NEY|2006|10|50.6
17824|G?NEY|2006|11|46.0
17824|G?NEY|2006|12|4.8
17824|G?NEY|2006|13|413.8
17824|G?NEY|2007|1|59.8
17824|G?NEY|2007|2|71.2
17824|G?NEY|2007|3|7.0
17824|G?NEY|2007|4|10.4
17824|G?NEY|2007|5|6.6
17824|G?NEY|2007|6|9.8
17824|G?NEY|2007|7|0.8
17824|G?NEY|2007|8|0.0
17824|G?NEY|2007|9|1.0
17824|G?NEY|2007|10|33.0
17824|G?NEY|2007|11|75.2
17824|G?NEY|2007|12|91.4
17824|G?NEY|2007|13|366.2
17824|G?NEY|2008|1|17.4
17824|G?NEY|2008|2|6.6
17824|G?NEY|2008|3|37.0
17824|G?NEY|2008|4|52.6
17824|G?NEY|2008|5|6.8
17824|G?NEY|2008|6|2.4
17824|G?NEY|2008|7|5.0
17824|G?NEY|2008|8|8.8
17824|G?NEY|2008|9|10.8
17824|G?NEY|2008|10|34.8
17824|G?NEY|2008|11|57.2
17824|G?NEY|2008|12|24.6
17824|G?NEY|2008|13|264.0
17824|G?NEY|2009|1|121.0
17824|G?NEY|2009|2|177.2
17824|G?NEY|2009|3|79.2
17824|G?NEY|2009|4|41.4
17824|G?NEY|2009|5|50.2
17824|G?NEY|2009|6|4.6
17824|G?NEY|2009|7|0.0
17824|G?NEY|2009|8|0.0
17824|G?NEY|2009|9|56.0
17824|G?NEY|2009|10|21.8
17824|G?NEY|2009|11|94.0
17824|G?NEY|2009|12|137.8
17824|G?NEY|2009|13|783.2
17824|G?NEY|2010|1|79.0
17824|G?NEY|2010|2|111.8
17824|G?NEY|2010|3|23.6
17824|G?NEY|2010|4|15.4
17824|G?NEY|2010|5|25.8
17824|G?NEY|2010|6|62.4
17824|G?NEY|2010|7|2.6
17824|G?NEY|2010|8|24.0
17824|G?NEY|2010|9|0.4
17824|G?NEY|2010|10|66.6
17824|G?NEY|2010|11|25.2
17824|G?NEY|2010|12|94.6
17824|G?NEY|2010|13|531.4
17824|G?NEY|2011|1|74.8
17824|G?NEY|2011|2|26.6
17824|G?NEY|2011|3|21.0
17824|G?NEY|2011|4|54.2
17824|G?NEY|2011|5|81.6
17824|G?NEY|2011|6|19.8
17824|G?NEY|2011|7|0.0
17824|G?NEY|2011|8|10.0
17824|G?NEY|2011|9|18.8
17824|G?NEY|2011|10|59.0
17824|G?NEY|2011|11|0.0
17824|G?NEY|2011|12|44.6
17824|G?NEY|2011|13|410.4
17824|G?NEY|2012|1|74.8
17824|G?NEY|2012|2|50.2
17824|G?NEY|2012|3|34.8
17824|G?NEY|2012|4|64.0
17824|G?NEY|2012|5|130.8
17824|G?NEY|2012|6|30.6
17824|G?NEY|2012|7|1.2
17824|G?NEY|2012|8|10.8
17824|G?NEY|2012|9|0.0
17824|G?NEY|2012|10|22.8
17824|G?NEY|2012|11|32.6
17824|G?NEY|2012|12|138.8
17824|G?NEY|2012|13|591.4
17824|G?NEY|2013|1|112.2
17824|G?NEY|2013|2|75.8
17824|G?NEY|2013|3|40.8
17824|G?NEY|2013|4|46.0
17824|G?NEY|2013|5|18.8
17824|G?NEY|2013|6|8.6
17824|G?NEY|2013|7|0.0
17824|G?NEY|2013|8|1.4
17824|G?NEY|2013|9|0.0
17824|G?NEY|2013|10|39.0
17824|G?NEY|2013|11|35.0
17824|G?NEY|2013|12|13.6
17824|G?NEY|2013|13|391.2
17824|G?NEY|2014|1|57.0
17824|G?NEY|2014|2|10.6
17824|G?NEY|2014|3|31.8
17824|G?NEY|2014|4|79.0
17824|G?NEY|2014|5|45.6
17824|G?NEY|2014|6|31.4
17824|G?NEY|2014|7|8.8
17824|G?NEY|2014|8|30.6
17824|G?NEY|2014|9|38.8
17824|G?NEY|2014|10|64.8
17824|G?NEY|2014|11|26.2
17824|G?NEY|2014|12|93.2
17824|G?NEY|2014|13|517.8
17824|G?NEY|2015|1|91.8
17824|G?NEY|2015|2|65.4
17824|G?NEY|2015|3|84.8
17824|G?NEY|2015|4|30.8
17824|G?NEY|2015|5|49.5
17824|G?NEY|2015|6|112.1
17824|G?NEY|2015|7|17.5
17824|G?NEY|2015|8|28.0
17824|G?NEY|2015|9|13.8
17824|G?NEY|2015|10|31.4
17824|G?NEY|2015|11|41.4
17824|G?NEY|2015|12|0.0
17824|G?NEY|2015|13|566.5
17824|G?NEY|2016|1|93.4
17824|G?NEY|2016|2|11.4
17824|G?NEY|2016|3|88.8
17824|G?NEY|2016|4|11.2
17824|G?NEY|2016|5|71.2
17824|G?NEY|2016|6|7.4
17824|G?NEY|2016|7|9.0
17824|G?NEY|2016|8|31.8
17824|G?NEY|2016|9|59.0
17824|G?NEY|2016|10|1.6
17824|G?NEY|2016|11|68.6
17824|G?NEY|2016|12|21.8
17824|G?NEY|2016|13|475.2
17824|G?NEY|2017|1|117.6
17824|G?NEY|2017|2|2.6
17824|G?NEY|2017|3|48.5
17824|G?NEY|2017|4|79.0
17824|G?NEY|2017|5|71.7
17824|G?NEY|2017|6|36.8
17824|G?NEY|2017|7|0.0
17824|G?NEY|2017|8|34.9
17824|G?NEY|2017|9|0.0
17824|G?NEY|2017|10|69.3
17824|G?NEY|2017|11|42.5
17824|G?NEY|2017|12|44.3
17824|G?NEY|2017|13|547.2
17824|G?NEY|2018|1|70.4
17824|G?NEY|2018|2|37.8
17824|G?NEY|2018|3|67.2
17824|G?NEY|2018|4|5.6
17824|G?NEY|2018|5|186.8
17824|G?NEY|2018|6|60.6
17824|G?NEY|2018|7|44.4
17824|G?NEY|2018|8|46.6
17824|G?NEY|2018|9|0.0
17824|G?NEY|2018|10|44.1
17824|G?NEY|2018|11|59.2
17824|G?NEY|2018|12|104.6
17824|G?NEY|2018|13|727.3
17824|G?NEY|2019|1|93.0
17824|G?NEY|2019|2|36.3
17824|G?NEY|2019|3|16.0
17824|G?NEY|2019|4|29.6
17824|G?NEY|2019|5|21.6
17824|G?NEY|2019|6|62.4
17824|G?NEY|2019|7|5.3
17824|G?NEY|2019|8|22.0
17824|G?NEY|2019|9|60.9
17824|G?NEY|2019|10|6.1
17824|G?NEY|2019|11|24.7
17824|G?NEY|2019|12|72.3
17824|G?NEY|2019|13|450.2
17824|G?NEY|2020|1|46.5
17824|G?NEY|2020|2|58.9
17824|G?NEY|2020|3|38.6
17824|G?NEY|2020|4|51.0
17824|G?NEY|2020|5|49.9
17824|G?NEY|2020|6|15.5
17824|G?NEY|2020|7|10.3
17824|G?NEY|2020|8|18.3
17824|G?NEY|2020|9|17.2
17824|G?NEY|2020|10|42.0
17824|G?NEY|2020|11|19.6
17824|G?NEY|2020|12|6.4
17824|G?NEY|2020|13|374.2
17824|G?NEY|2021|1|95.7
17824|G?NEY|2021|2|14.5
17824|G?NEY|2021|3|66.8
17824|G?NEY|2021|4|11.2
